State	Time (s)	Phi (rad)	Del (rad)	dPhi (rad/s)	dDel (rad/s)	v_r (m/s)	v (m/s)	u (Nm)	T (Nm)	Heading (rad)	dHeading (rad/s)	Phi_y (rad)	Del_y (rad)	dPhi_y (rad/s)	dDel_y (rad/s)
0	107.846	-0.2446	-0.0697	0.0103	0.0006	0	-0.0086	-2.8839	0	-3.4315	0.0001	-0.2434	-0.0697	0.0102	0.0006
0	107.866	-0.2444	-0.0697	0.0072	0.0003	0	0	-2.8839	0	-3.4316	-0.0022	-0.2176	-0.0697	0.0065	0.0003
0	107.886	-0.2441	-0.0697	0.0038	0	0	0	-2.8839	0	-3.4316	0.0019	-0.226	-0.0697	0.0037	0
0	107.908	-0.244	-0.0697	0.0053	0	0	0	-2.8839	0	-3.4316	-0.0002	-0.2242	-0.0697	0.005	0
0	107.928	-0.2439	-0.0697	0	-0.0012	0	0	-2.8839	0	-3.4316	-0.0006	-0.2309	-0.0697	-0.0003	-0.0012
0	107.949	-0.2439	-0.0697	-0.0051	-0.0018	0	0	-2.8839	0	-3.4316	-0.0031	-0.236	-0.0697	-0.0048	-0.0018
0	108.024	-0.2439	-0.0697	-0.0063	-0.0009	0	0	-2.8839	0	-3.4316	-0.0025	-0.2277	-0.0697	-0.0065	-0.0009
0	108.045	-0.2441	-0.0709	0.0019	-0.0336	0	0	-2.8839	0	-3.4322	-0.0044	-0.2467	-0.0709	0.0029	-0.0336
0	108.066	-0.244	-0.0721	0.0059	-0.0558	0	0	-2.8839	0	-3.4323	-0.0045	-0.237	-0.0721	0.0063	-0.0558
0	108.086	-0.2438	-0.0736	0.0112	-0.0609	0	0	-2.8839	0	-3.4323	-0.002	-0.2476	-0.0736	0.0117	-0.0609
0	108.107	-0.2436	-0.0742	0.0095	-0.0376	0	-0.0086	-2.8839	0	-3.4324	-0.0019	-0.2458	-0.0742	0.009	-0.0376
0	108.128	-0.2434	-0.0748	0.004	-0.0385	0	-0.0086	-2.8839	0	-3.4324	0.0028	-0.2397	-0.0748	0.0039	-0.0385
0	108.149	-0.2433	-0.0758	0.0087	-0.0448	0	-0.0086	-2.8839	0	-3.4324	0.0007	-0.2373	-0.0758	0.0088	-0.0448
0	108.169	-0.2431	-0.0767	0.0077	-0.0394	0	-0.0086	-2.8839	0	-3.4323	0.0014	-0.2403	-0.0767	0.0074	-0.0394
0	108.19	-0.243	-0.077	0.0069	-0.0164	0	-0.0086	-2.8839	0	-3.4324	-0.0027	-0.2357	-0.077	0.0063	-0.0164
0	108.212	-0.2428	-0.077	0.0054	-0.0045	0	-0.0086	-2.8839	0	-3.4324	-0.0033	-0.2402	-0.077	0.0057	-0.0045
0	108.232	-0.2427	-0.077	0.0051	-0.0012	0	-0.0086	-2.8839	0	-3.4325	-0.0018	-0.223	-0.077	0.0051	-0.0012
0	108.252	-0.2425	-0.077	0.0034	-0.0021	0	-0.0086	-2.8839	0	-3.4325	-0.0023	-0.236	-0.077	0.0033	-0.0021
0	108.272	-0.2425	-0.077	0.0008	-0.0006	0	0	-2.8839	0	-3.4326	-0.0071	-0.2367	-0.077	0.0007	-0.0006
0	108.294	-0.2425	-0.077	-0.0034	0	0	0	-2.8839	0	-3.4329	-0.0143	-0.2359	-0.077	-0.0036	0
0	108.315	-0.2426	-0.077	-0.0075	0.0021	0	0	-2.8839	0	-3.4332	-0.0147	-0.2395	-0.077	-0.0079	0.0021
0	108.335	-0.2427	-0.077	-0.0019	0.0006	0	0	-2.8839	0	-3.4335	-0.0154	-0.2338	-0.077	-0.0018	0.0006
0	108.356	-0.2426	-0.077	0.0023	0.0003	0	-0.0086	-2.8839	0	-3.4337	-0.0091	-0.2428	-0.077	0.0024	0.0003
0	108.377	-0.2426	-0.077	-0.0035	0	0	-0.0086	-2.8839	0	-3.434	-0.0115	-0.2396	-0.077	-0.004	0
0	108.398	-0.2427	-0.077	-0.0079	0	0	-0.0086	-2.8839	0	-3.4342	-0.009	-0.2389	-0.077	-0.0073	0
0	108.418	-0.2428	-0.077	-0.0017	0	0	-0.0086	-2.8839	0	-3.4343	-0.0047	-0.2431	-0.077	-0.0015	0
0	108.438	-0.2428	-0.077	0.0014	0	0	-0.0086	-2.8839	0	-3.4343	0.0005	-0.2434	-0.077	0.0018	0
0	108.46	-0.2427	-0.077	0.0039	0	0	-0.0086	-2.8839	0	-3.4343	0.0011	-0.2505	-0.077	0.004	0
0	108.48	-0.2427	-0.077	0.0031	0	0	-0.0086	-2.8839	0	-3.4343	-0.0032	-0.2401	-0.077	0.0031	0
0	108.501	-0.2426	-0.077	0.0023	0	0	-0.0086	-2.8839	0	-3.4344	-0.0074	-0.2294	-0.077	0.0022	0
0	108.521	-0.2425	-0.077	-0.0003	0	0	-0.0086	-2.8839	0	-3.4346	-0.0072	-0.2332	-0.077	-0.0004	0
