State	Time (s)	Phi (rad)	Del (rad)	dPhi (rad/s)	dDel (rad/s)	v_r (m/s)	v (m/s)	u (Nm)	T (Nm)	Heading (rad)	dHeading (rad/s)	Phi_y (rad)	Del_y (rad)	dPhi_y (rad/s)	dDel_y (rad/s)	T New Gain (Nm)	U Theory Old
5	52.32	0.3127	9.7358	-0.1283	0.3709	5	1.2401	-16	0	1.0788	0.4943	0.3672	9.7358	-0.1134	0.3709		
5	52.33	0.3121	9.7418	-0.0397	0.4655	5	1.2144	-16	0	1.0833	0.4426	0.3672	9.7418	-0.0389	0.4655		
5	52.341	0.3117	9.7482	-0.0601	0.5548	5	1.1973	-16	0	1.0884	0.4708	0.3672	9.7482	-0.0649	0.5548		
5	52.352	0.3107	9.7555	-0.1287	0.6318	5	1.1802	-16	0	1.0937	0.4754	0.3672	9.7555	-0.1337	0.6318		
5	52.364	0.3094	9.7706	-0.1262	0.7106	5	1.1545	-16	0	1.0989	0.4267	0.5981	9.7706	-0.1289	0.7106		
5	52.374	0.3088	9.777	-0.145	0.6824	5	1.1374	-16	0	1.1028	0.4443	0.6994	9.777	-0.1416	0.6824		
5	52.385	0.3075	9.7815	-0.1888	0.5821	5	1.1118	-16	0	1.1085	0.4878	0.5218	9.7815	-0.1878	0.5821		
5	52.396	0.3052	9.7842	-0.2223	0.4461	5	1.0947	-16	0	1.1138	0.4584	0.1907	9.7842	-0.2186	0.4461		
5	52.409	0.3029	9.7864	-0.2196	0.3391	5	1.0776	-16	0	1.1185	0.3771	0.5434	9.7864	-0.2191	0.3391		
5	52.42	0.301	9.7906	-0.2189	0.3639	5	1.0434	-16	0	1.1225	0.3612	0.5989	9.7906	-0.2174	0.3639		
5	52.43	0.2992	9.797	-0.197	0.4885	5	1.0263	-16	0	1.1263	0.3305	0.5989	9.797	-0.1962	0.4885		
5	52.441	0.2976	9.8027	-0.1831	0.5403	5	0.992	-16	0	1.1294	0.2657	0.5989	9.8027	-0.182	0.5403		
5	52.453	0.2962	9.8112	-0.2032	0.4427	5	0.9493	-16	0	1.1321	0.2448	0.5989	9.8112	-0.1915	0.4427		
5	52.464	0.2949	9.8152	-0.1782	0.4215	5	0.9236	-16	0	1.1346	0.2451	0.5989	9.8152	-0.1722	0.4215		
5	52.474	0.2938	9.8203	-0.116	0.4609	5	0.9065	-16	0	1.1373	0.2484	0.5989	9.8203	-0.1194	0.4609		
5	52.485	0.2931	9.8258	-0.0976	0.4991	5	0.8809	-16	0	1.1401	0.2521	0.434	9.8258	-0.0968	0.4991		
5	52.498	0.2923	9.8294	-0.093	0.4406	5	0.8552	-16	0	1.143	0.246	0.4738	9.8294	-0.0933	0.4406		
5	52.509	0.2914	9.8312	-0.098	0.3252	5	0.8467	-16	0	1.1461	0.2519	0.2635	9.8312	-0.0961	0.3252		
5	52.52	0.2905	9.833	-0.0567	0.2624	5	0.8125	-16	0	1.1487	0.2275	0.0515	9.833	-0.0523	0.2624		
5	52.531	0.2901	9.8358	0.0313	0.2633	5	0.8039	-16	0	1.1508	0.1841	0.1978	9.8358	0.038	0.2633		
5	52.544	0.2911	9.8379	0.074	0.1267	5	0.7953	-16	0	1.1531	0.1755	0.2504	9.8379	0.096	0.1267		
5	52.555	0.2921	9.837	0.0916	0.0348	5	0.7782	-16	0	1.155	0.1676	0.2335	9.837	0.0929	0.0348		
5	52.566	0.2927	9.8379	0.0502	0.0467	5	0.7526	-16	0	1.1569	0.1812	0.2371	9.8379	0.0453	0.0467		
5	52.577	0.2928	9.8382	-0.005	0.0488	5	0.7355	-16	0	1.1591	0.2043	0.2371	9.8382	-0.0079	0.0488		
5	52.589	0.2923	9.8382	-0.0393	0.0197	5	0.7184	-16	0	1.1618	0.2334	0.2371	9.8382	-0.0398	0.0197		
5	52.599	0.2919	9.8379	-0.0203	0	5	0.7013	-16	0	1.1644	0.267	0.2371	9.8379	-0.0172	0		
5	52.61	0.292	9.8373	0.0443	-0.0221	5	0.6842	-16	0	1.1674	0.2717	0.1585	9.8373	0.0489	-0.0221		
5	52.621	0.2926	9.8367	0.113	-0.0352	5	0.6671	-16	0	1.1702	0.2517	0.1077	9.8367	0.1183	-0.0352		
5	52.634	0.2946	9.837	0.1898	-0.0085	5	0.65	-16	0	1.1734	0.2456	0.2859	9.837	0.1892	-0.0085		
5	52.645	0.297	9.8367	0.2255	-0.007	5	0.6329	-16	0	1.1761	0.2453	0.3395	9.8367	0.2277	-0.007		
5	52.721	0.2979	9.8367	0.2345	-0.007	5	0.6072	-16	0	1.1771	0.2408	0.361	9.8367	0.2363	-0.007		
5	52.731	0.3187	9.857	0.2111	0.4285	5	0.6072	-16	0	1.202	0.2967	0.361	9.857	0.2049	0.4285		
5	52.743	0.3206	9.8618	0.12	0.4806	5	0.573	-16	0	1.2051	0.2425	0.361	9.8618	0.1085	0.4806		
5	52.754	0.3212	9.8676	0.0059	0.5652	5	0.5559	-16	0	1.2079	0.2784	0.361	9.8676	-0.0167	0.5652		
5	52.765	0.3205	9.8745	-0.1031	0.5973	5	0.5473	-16	0	1.2114	0.3182	0.5237	9.8745	-0.115	0.5973		
5	52.776	0.3195	9.8803	-0.1683	0.57	5	0.5302	-16	0	1.2148	0.3094	0.6171	9.8803	-0.171	0.57		
5	52.788	0.3182	9.893	-0.1815	0.593	5	0.496	-16	0	1.2189	0.3656	0.9148	9.893	-0.182	0.593		
5	52.8	0.3169	9.9006	-0.1301	0.6767	5	0.4789	-16	0	1.2233	0.401	0.5687	9.9006	-0.1264	0.6767		
5	52.811	0.3163	9.9073	-0.0658	0.7094	5	0.4533	-16	0	1.2279	0.3715	0.5615	9.9073	-0.0625	0.7094		
5	52.822	0.3164	9.9118	-0.0113	0.6409	5	0.4362	-16	0	1.2316	0.3298	0.5414	9.9118	-0.0086	0.6409		
5	52.834	0.3168	9.9155	-0.0119	0.4652	5	0.4105	-16	0	1.2351	0.2829	0.5414	9.9155	-0.0028	0.4652		
5	52.844	0.317	9.9206	-0.0181	0.5524	5	0.4019	-16	0	1.2375	0.2333	0.5414	9.9206	-0.0348	0.5524		
5	52.855	0.3168	9.9285	-0.0588	0.7164	5	0.3848	-16	0	1.2395	0.167	0.5414	9.9285	-0.0676	0.7164		
5	52.866	0.3162	9.9385	-0.092	0.8642	5	0.3763	-16	0	1.2408	0.1007	0.5414	9.9385	-0.0986	0.8642		
5	52.878	0.3154	9.9488	-0.1117	0.9345	5	0.3592	-16	0	1.2414	0.0282	0.5414	9.9488	-0.113	0.9345		
5	52.888	0.3147	9.9673	-0.1096	0.9258	5	0.3506	-16	0	1.2412	-0.0359	0.5414	9.9673	-0.1079	0.9258		
5	52.899	0.3141	9.9752	-0.0881	0.8721	5	0.3335	-16	0	1.2403	-0.094	0.5414	9.9752	-0.0855	0.8721		
5	52.91	0.3136	9.9839	-0.063	0.8436	5	0.3164	-16	0	1.2388	-0.1493	0.4633	9.9839	-0.0618	0.8436		
5	52.921	0.3132	9.9933	-0.0656	0.8833	5	0.2993	-16	0	1.2372	-0.1666	0.5295	9.9933	-0.0675	0.8833		
5	52.931	0.3127	10.0015	-0.1025	0.8948	5	0.2651	-16	0	1.2355	-0.147	0.5295	10.0015	-0.105	0.8948		
5	52.942	0.3117	10.0073	-0.1321	0.8094	5	0.248	-16	0	1.234	-0.1356	0.4408	10.0073	-0.1324	0.8094		
5	52.953	0.3106	10.0115	-0.1527	0.5336	5	0.2138	-16	0	1.2324	-0.1409	0.5075	10.0115	-0.1303	0.5336		
5	52.966	0.3092	10.0152	-0.1276	0.4576	5	0.1796	-16	0	1.2308	-0.1208	0.4035	10.0152	-0.123	0.4576		
5	52.977	0.3081	10.0185	-0.112	0.3709	5	0.1625	-16	0	1.2296	-0.106	0.4176	10.0185	-0.1086	0.3709		
5	52.988	0.3071	10.0203	-0.089	0.2639	5	0.1539	-16	0	1.2285	-0.0981	0.3013	10.0203	-0.0874	0.2639		
5	52.999	0.3065	10.0209	-0.0835	0.1576	5	0.1454	-16	0	1.2275	-0.0868	0.4594	10.0209	-0.0828	0.1576		
5	53.012	0.3055	10.0203	-0.0991	0.0579	5	0.1368	-16	0	1.2266	-0.0654	0.4135	10.0203	-0.0992	0.0579		
5	53.023	0.3045	10.02	-0.1236	0.0067	5	0.1283	-16	0	1.226	-0.0505	0.385	10.02	-0.1247	0.0067		
5	53.034	0.3031	10.0197	-0.1466	-0.0258	5	0.1197	-16	0	1.2256	-0.0307	0.3433	10.0197	-0.146	-0.0258		
5	53.045	0.3016	10.0188	-0.1632	-0.0885	5	0.1197	-16	0	1.2254	-0.0066	0.3433	10.0188	-0.1535	-0.0885		
5	53.057	0.3	10.0164	-0.1577	-0.1939	5	0.1112	-16	0	1.2253	-0.0097	0.3678	10.0164	-0.1538	-0.1939		
5	53.068	0.2985	10.013	-0.1486	-0.2606	5	0.1026	-16	0	1.2252	-0.0114	0.3826	10.013	-0.1477	-0.2606		
5	53.079	0.2971	10.0067	-0.1306	-0.28	5	0.1026	-16	0	1.2252	0.007	0.3081	10.0067	-0.1291	-0.28		
5	53.09	0.2959	10.0036	-0.0901	-0.29	5	0.0941	-16	0	1.2252	-0.0079	0.2328	10.0036	-0.087	-0.29		
5	53.103	0.2952	10.0006	-0.0451	-0.2973	5	0.0941	-16	0	1.2248	-0.0363	0.3721	10.0006	-0.0431	-0.2973		
5	53.114	0.2951	9.9976	-0.0183	-0.2873	5	0.0855	-16	0	1.2245	-0.0206	0.4338	9.9976	-0.0197	-0.2873		
5	53.125	0.2952	9.9952	0.0091	-0.2479	5	0.077	-16	0	1.2244	-0.0178	0.4018	9.9952	0.0046	-0.2479		
5	53.136	0.2955	9.9939	0.0149	-0.1582	5	0.0599	-16	0	1.2241	-0.0248	0.4493	9.9939	0.0109	-0.1582		
5	53.149	0.2959	9.9939	-0.0026	-0.0806	5	0.0599	-16	0	1.2238	-0.0213	0.455	9.9939	-0.0038	-0.0806		
5	53.16	0.2958	9.9939	-0.03	-0.0455	5	0.0513	-16	0	1.2236	-0.0215	0.3963	9.9939	-0.032	-0.0455		
5	53.171	0.2954	9.9939	-0.0624	-0.0242	5	0.0342	-16	0	1.2231	-0.0522	0.4063	9.9939	-0.0652	-0.0242		
5	53.182	0.2946	9.9945	-0.0951	-0.003	5	0.0171	-16	0	1.2223	-0.078	0.3602	9.9945	-0.0971	-0.003		
5	53.194	0.2932	9.9952	-0.132	0.0473	5	0.0171	-16	0	1.2213	-0.0747	0.3602	9.9952	-0.1368	0.0473		
5	53.204	0.2919	9.9958	-0.1446	0.0415	5	0	-16	0	1.2206	-0.0748	0.3602	9.9958	-0.1431	0.0415		
5	53.215	0.2905	9.9961	-0.1336	0.0503	5	-0.0086	-16	0	1.2198	-0.0724	0.3888	9.9961	-0.1336	0.0503		
5	53.293	0.2897	9.997	-0.124	0.0503	5	-0.0171	-16	0	1.2193	-0.0713	0.3487	9.997	-0.1226	0.0503		
5	53.305	0.2814	10.0009	-0.0791	-0.0024	5	-0.0513	-16	0	1.2111	-0.1138	0.3487	10.0009	-0.0788	-0.0024		
5	53.316	0.2808	10.0009	-0.0774	-0.0012	5	-0.0513	-16	0	1.2099	-0.1183	0.3564	10.0009	-0.0774	-0.0012		
5	53.327	0.2801	10.0006	-0.0654	-0.0036	5	-0.0599	-16	0	1.2085	-0.1196	0.3825	10.0006	-0.0649	-0.0036		
5	53.338	0.2796	10.0006	-0.0536	-0.0094	5	-0.0684	-16	0	1.2072	-0.1132	0.3714	10.0006	-0.0524	-0.0094		
5	53.35	0.2792	10.0003	-0.0465	-0.0118	5	-0.077	-16	0	1.2061	-0.0903	0.3483	10.0003	-0.0457	-0.0118		
5	53.361	0.2788	10.0003	-0.036	-0.0109	5	-0.0855	-16	0	1.2051	-0.0902	0.2733	10.0003	-0.0355	-0.0109		
5	53.373	0.2786	10.0003	-0.0237	-0.0058	5	-0.0855	-16	0	1.204	-0.0949	0.3138	10.0003	-0.0229	-0.0058		
5	53.384	0.2784	10.0003	-0.0139	-0.0061	5	-0.0855	-16	0	1.2029	-0.0941	0.3096	10.0003	-0.0132	-0.0061		
5	53.396	0.2784	10	0.0021	-0.0121	5	-0.0855	-16	0	1.2018	-0.0971	0.3111	10	0.0041	-0.0121		
5	53.408	0.2786	10	0.0105	-0.0173	5	-0.0941	-16	0	1.2007	-0.0934	0.3535	10	0.0107	-0.0173		
5	53.419	0.2788	9.9997	0.0086	-0.0194	5	-0.1026	-16	0	1.1997	-0.0848	0.334	9.9997	0.0086	-0.0194		
5	53.429	0.279	9.9994	0.0123	-0.0188	5	-0.0941	-16	0	1.1988	-0.0887	0.334	9.9994	0.0128	-0.0188		
5	53.441	0.2793	9.9991	0.0164	-0.0182	5	-0.1112	-16	0	1.1977	-0.0835	0.3495	9.9991	0.0167	-0.0182		
5	53.452	0.2796	9.9991	0.0125	-0.0191	5	-0.1112	-16	0	1.1969	-0.0803	0.3638	9.9991	0.0121	-0.0191		
5	53.464	0.2798	9.9988	0.0021	-0.023	5	-0.1197	-16	0	1.196	-0.0803	0.3352	9.9988	0.0011	-0.023		
5	53.475	0.2799	9.9985	0.0012	-0.0158	5	-0.1112	-16	0	1.1951	-0.0754	0.3303	9.9985	0.0002	-0.0158		
5	53.487	0.2801	9.9985	0.0089	-0.0085	5	-0.1112	-16	0	1.1942	-0.0715	0.3631	9.9985	0.0097	-0.0085		
5	53.499	0.2804	9.9985	0.0172	-0.0045	5	-0.1112	-16	0	1.1934	-0.0663	0.3709	9.9985	0.0175	-0.0045		
5	53.51	0.2808	9.9985	0.0226	-0.0024	5	-0.1197	-16	0	1.1927	-0.0566	0.3625	9.9985	0.0229	-0.0024		
5	53.521	0.2812	9.9985	0.031	0.0012	5	-0.1197	-16	0	1.1921	-0.0562	0.3515	9.9985	0.032	0.0012		
5	53.534	0.2818	9.9985	0.0346	0.0006	5	-0.1197	-16	0	1.1914	-0.0564	0.3611	9.9985	0.0346	0.0006		
5	53.545	0.2824	9.9985	0.0392	0.0018	5	-0.1283	-16	0	1.1908	-0.0582	0.3571	9.9985	0.0386	0.0018		
5	53.556	0.2829	9.9985	0.0367	0.0009	5	-0.1283	-16	0	1.19	-0.0672	0.3605	9.9985	0.0369	0.0009		
5	53.567	0.2834	9.9985	0.0288	0.0027	5	-0.1368	-16	0	1.1893	-0.0719	0.3605	9.9985	0.0282	0.0027		
5	53.579	0.2838	9.9985	0.0215	0.0018	5	-0.1283	-16	0	1.1885	-0.0629	0.3605	9.9985	0.0212	0.0018		
5	53.589	0.2842	9.9985	0.0244	0.0009	5	-0.1368	-16	0	1.1879	-0.0495	0.3605	9.9985	0.0246	0.0009		
5	53.6	0.2846	9.9985	0.0263	0.0006	5	-0.1283	-16	0	1.1875	-0.0443	0.3183	9.9985	0.0267	0.0006		
5	53.611	0.2851	9.9985	0.0412	0.0003	5	-0.1283	-16	0	1.1868	-0.066	0.3142	9.9985	0.0418	0.0003		
5	53.624	0.2857	9.9985	0.0348	0	5	-0.1283	-16	0	1.1857	-0.0851	0.3912	9.9985	0.0337	0		
5	53.635	0.2862	9.9985	0.0152	0	5	-0.1283	-16	0	1.1848	-0.0899	0.4038	9.9985	0.0141	0		
5	53.646	0.2865	9.9988	0.0039	0.0015	5	-0.1368	-16	0	1.1838	-0.0886	0.465	9.9988	0.003	0.0015		
5	53.657	0.2867	9.9988	0.0021	0.0015	5	-0.1283	-16	0	1.1829	-0.0725	0.4091	9.9988	0.0028	0.0015		
5	53.669	0.2869	9.9988	-0.0005	0.0009	5	-0.1283	-16	0	1.1821	-0.0657	0.4226	9.9988	-0.0014	0.0009		
5	53.68	0.287	9.9988	-0.0002	0.0006	5	-0.1368	-16	0	1.1814	-0.0681	0.3695	9.9988	0.0001	0.0006		
5	53.692	0.2872	9.9988	0.0036	0.0003	5	-0.1283	-16	0	1.1806	-0.0743	0.382	9.9988	0.0036	0.0003		
5	53.703	0.2874	9.9988	0.0029	0	5	-0.1197	-16	0	1.1796	-0.0792	0.4098	9.9988	0.003	0		
5	53.715	0.2876	9.9988	-0.0017	0.0073	5	-0.1197	-16	0	1.1787	-0.0772	0.4098	9.9988	-0.0029	0.0073		
5	53.726	0.2878	9.9991	-0.0093	0.0061	5	-0.1197	-16	0	1.1779	-0.0685	0.384	9.9991	-0.0103	0.0061		
5	53.737	0.2877	9.9991	-0.0177	0.0048	5	-0.1197	-16	0	1.1771	-0.0723	0.3688	9.9991	-0.0184	0.0048		
5	53.748	0.2877	9.9991	-0.0236	0.0027	5	-0.1197	-16	0	1.1763	-0.0775	0.368	9.9991	-0.0243	0.0027		
5	53.761	0.2875	9.9991	-0.0248	0.0015	5	-0.1197	-16	0	1.1754	-0.0772	0.3911	9.9991	-0.0247	0.0015		
5	53.772	0.2874	9.9991	-0.0195	0.0006	5	-0.1112	-16	0	1.1744	-0.0815	0.3739	9.9991	-0.0192	0.0006		
5	53.783	0.2874	9.9991	-0.0121	0.0003	5	-0.1112	-16	0	1.1735	-0.0768	0.3676	9.9991	-0.0123	0.0003		
5	53.865	0.2874	9.9988	-0.0043	-0.0033	5	-0.1026	-16	0	1.1727	-0.0734	0.3619	9.9988	-0.0033	-0.0033		
5	53.877	0.287	9.9988	-0.006	-0.0036	5	-0.1197	-16	0	1.1673	-0.0619	0.3463	9.9988	-0.0052	-0.0036		
5	53.888	0.2871	9.9988	-0.0012	-0.0036	5	-0.1197	-16	0	1.1667	-0.0577	0.3407	9.9988	-0.0009	-0.0036		
5	53.899	0.2871	9.9988	-0.0036	-0.0036	5	-0.1112	-16	0	1.1661	-0.0496	0.3428	9.9988	-0.0037	-0.0036		
5	53.911	0.2872	9.9988	-0.0053	-0.0036	5	-0.1112	-16	0	1.1655	-0.0435	0.3157	9.9988	-0.0051	-0.0036		
