State	Time (s)	Phi (rad)	Del (rad)	dPhi (rad/s)	dDel (rad/s)	v_r (m/s)	v (m/s)	u (Nm)	T (Nm)	Heading (rad)	dHeading (rad/s)	Phi_y (rad)	Del_y (rad)	dPhi_y (rad/s)	dDel_y (rad/s)	T New Gain (Nm)	U Theory Old
3	43.561	-0.0136	0	0.0015	0	5	0	0	0	-0.0334	-0.0011	-0.0029	0	0.0021	0		
3	43.572	0.0018	0.0061	0.0502	0.0673	5	1.2058	0	-0.7785	-0.0061	0.0691	0.0093	0.0061	0.0491	0.0673		
3	43.583	0.0018	0.007	0.0429	0.0912	5	1.2572	0	-0.9407	-0.0053	0.0731	-0.0248	0.007	0.0379	0.0912		
3	43.594	0.0011	0.0082	0.0355	0.1152	5	1.2572	0	-1.0381	-0.0046	0.0617	-0.1152	0.0082	0.0335	0.1152		
3	43.607	0.0004	0.0109	0.0451	0.1248	5	1.2743	0	-1.1678	-0.0038	0.0634	-0.012	0.0109	0.0463	0.1248		
3	43.618	-0.0007	0.0121	0.037	0.123	5	1.2999	0	-1.2651	-0.003	0.0717	-0.1211	0.0121	0.0367	0.123		
3	43.629	-0.0002	0.0136	0.0401	0.1294	5	1.3256	0	-1.4598	-0.0021	0.0851	0.0357	0.0136	0.0389	0.1294		
3	43.64	0	0.0152	0.0488	0.1421	5	1.4025	0	-1.1678	-0.001	0.0905	-0.056	0.0152	0.0487	0.1421		
3	43.653	0.0005	0.0158	0.0332	0.0748	5	1.394	0	-0.8759	0	0.0784	-0.014	0.0158	0.0356	0.0748		
3	43.665	0.0009	0.0161	0.0356	0.0609	5	1.4111	0	-1.0381	0.0009	0.0929	0.0754	0.0161	0.0387	0.0609		
3	43.676	0.0015	0.0173	0.0345	0.0624	5	1.4197	0	-1.1029	0.0021	0.0995	-0.024	0.0173	0.0353	0.0624		
3	43.688	0.0012	0.0179	0.0271	0.0648	5	1.4966	0	-1.1678	0.0031	0.0901	-0.0108	0.0179	0.0241	0.0648		
3	43.7	-0.0008	0.0185	0.03	0.063	5	1.5479	0	-1.2651	0.0043	0.0902	-0.245	0.0185	0.0282	0.063		
3	43.711	-0.0003	0.0191	0.0181	0.0627	5	1.6078	0	-1.2976	0.0054	0.1055	0.1177	0.0191	0.0162	0.0627		
3	43.722	-0.0007	0.0197	0.0211	0.0536	5	1.6249	0	-1.2327	0.0066	0.1078	-0.0312	0.0197	0.0205	0.0536		
3	43.734	0.0001	0.02	0.0222	0.0379	5	1.5907	0	-1.1354	0.0078	0.1103	0.1048	0.02	0.0238	0.0379		
3	43.746	0.0015	0.0203	0.0147	0.0248	5	1.6506	0	-1.1029	0.0092	0.1023	0.1048	0.0203	0.0152	0.0248		
3	43.757	0.0017	0.0203	0.0178	0.0212	5	1.6848	0	-1.0705	0.0103	0.0978	-0.1309	0.0203	0.0202	0.0212		
3	43.768	0.0029	0.0206	0.0149	0.0252	5	1.7532	0	-1.2327	0.0113	0.0971	0.0525	0.0206	0.0141	0.0252		
3	43.78	0.0042	0.0209	0.0069	0.0261	5	1.7788	0	-1.1678	0.0127	0.1154	0.1263	0.0209	0.0045	0.0261		
3	43.793	0.004	0.0209	0.0016	0.0124	5	1.8045	0	-1.1354	0.014	0.1076	-0.019	0.0209	0.0029	0.0124		
3	43.804	0.0036	0.0209	0.0158	0.0121	5	1.8387	0	-1.1678	0.0153	0.102	-0.0628	0.0209	0.0153	0.0121		
3	43.815	0.0031	0.0212	0.0046	0.0139	5	1.8815	0	-1.2003	0.0165	0.1181	-0.0628	0.0212	0.0036	0.0139		
3	43.826	0.0023	0.0212	-0.0158	0.01	5	1.8644	0	-1.1678	0.0179	0.119	-0.081	0.0212	-0.0188	0.01		
3	43.838	0.0027	0.0215	-0.0117	0.0076	5	1.8815	0	-1.2003	0.0191	0.1036	-0.0241	0.0215	-0.0128	0.0076		
3	43.849	0.0017	0.0215	-0.0209	0.0039	5	1.9755	0	-1.2327	0.0203	0.1145	-0.0021	0.0215	-0.0189	0.0039		
3	43.859	0.0011	0.0215	-0.0168	0.0021	5	2.0012	0	-1.2651	0.0214	0.116	-0.0749	0.0215	-0.0126	0.0021		
3	43.87	0.0003	0.0215	-0.0057	0.0012	5	2.0354	0	-1.2651	0.0226	0.0918	0.0835	0.0215	-0.0042	0.0012		
3	43.881	0.0005	0.0215	0.0049	0.0006	5	2.0525	0	-1.2976	0.0236	0.1008	0.0405	0.0215	0.0048	0.0006		
3	43.892	0.0008	0.0215	-0.0063	0.0003	5	2.0354	0	-1.2976	0.025	0.1358	-0.1545	0.0215	-0.0033	0.0003		
3	43.904	0.0005	0.0215	0.0003	0	5	2.1124	0	-1.33	0.0265	0.1278	-0.109	0.0215	-0.0022	0		
3	43.915	0.0004	0.0215	-0.0044	0	5	2.1551	0	-1.33	0.028	0.1213	-0.0688	0.0215	-0.0052	0		
3	43.927	0.0005	0.0212	-0.0056	-0.0018	5	2.1722	0	-1.2003	0.0296	0.1359	0.1107	0.0212	-0.0053	-0.0018		
3	43.939	0.0005	0.0212	-0.0128	-0.0036	5	2.2064	0	-1.2327	0.0312	0.1493	-0.0398	0.0212	-0.0156	-0.0036		
3	43.95	0.0001	0.0209	-0.0017	-0.0103	5	2.2321	0	-1.2003	0.0327	0.1145	-0.1124	0.0209	-0.0015	-0.0103		
3	43.961	0.0002	0.0209	-0.0114	-0.0106	5	2.2663	0	-1.2651	0.0339	0.119	0.079	0.0209	-0.0164	-0.0106		
3	43.974	0.0002	0.0209	-0.0546	-0.007	5	2.2578	0	-1.3949	0.0358	0.148	0.1498	0.0209	-0.0558	-0.007		
3	43.985	-0.0009	0.0209	-0.0293	-0.0082	5	2.3262	0	-1.33	0.0371	0.1102	-0.0319	0.0209	-0.0248	-0.0082		
3	43.996	-0.0005	0.0209	-0.0282	-0.0067	5	2.3518	0	-1.4273	0.0383	0.1234	0.2007	0.0209	-0.0241	-0.0067		
3	44.007	-0.0002	0.0209	-0.0413	-0.0036	5	2.3518	0	-1.4273	0.0398	0.1322	0	0.0209	-0.0389	-0.0036		
3	44.02	-0.0002	0.0209	-0.0207	-0.0018	5	2.3604	0	-1.4598	0.0414	0.1144	-0.0817	0.0209	-0.022	-0.0018		
3	44.031	-0.0001	0.0209	-0.0509	-0.0009	5	2.4202	0	-1.4598	0.0427	0.1322	0.3268	0.0209	-0.0581	-0.0009		
3	44.042	0.0011	0.0209	-0.0619	-0.0006	5	2.4801	0	-1.4922	0.0442	0.129	0.3147	0.0209	-0.0658	-0.0006		
3	44.053	0.0003	0.0209	-0.0665	0.0021	5	2.4545	0	-1.4922	0.0455	0.1027	-0.0956	0.0209	-0.0685	0.0021		
3	44.133	0	0.0209	-0.05	0.0021	5	2.4972	0	-1.6544	0.0464	0.1155	0.3522	0.0209	-0.0496	0.0021		
3	44.144	-0.0011	0.0182	-0.0012	-0.0803	5	2.6255	0	-1.0056	0.0581	0.152	0.1172	0.0182	0.0005	-0.0803		
3	44.155	-0.0006	0.017	0.0151	-0.0915	5	2.6597	0	-0.9407	0.0598	0.1523	0.1007	0.017	0.018	-0.0915		
3	44.166	-0.0003	0.0161	0.017	-0.0888	5	2.6683	0	-1.0381	0.0614	0.146	-0.0602	0.0161	0.0193	-0.0888		
3	44.179	-0.001	0.0148	-0.0177	-0.0739	5	2.7196	0	-1.1678	0.0633	0.1599	-0.0602	0.0148	-0.0163	-0.0739		
3	44.19	-0.0009	0.0142	-0.0491	-0.067	5	2.7281	0	-1.1029	0.0652	0.1783	0.1187	0.0142	-0.0472	-0.067		
3	44.201	-0.0008	0.0136	-0.0478	-0.0718	5	2.7709	0	-1.0056	0.067	0.1457	0.1187	0.0136	-0.0486	-0.0718		
3	44.212	-0.0016	0.013	-0.0357	-0.0633	5	2.7367	0	-1.3625	0.0685	0.1264	-0.0021	0.013	-0.0381	-0.0633		
3	44.225	-0.0008	0.013	-0.0284	-0.0197	5	2.8136	0	-1.4922	0.0701	0.1433	0.1375	0.013	-0.0282	-0.0197		
3	44.236	-0.002	0.0133	-0.0272	-0.0003	5	2.8564	0	-1.5246	0.0716	0.1191	-0.2133	0.0133	-0.026	-0.0003		
3	44.248	-0.0035	0.0136	-0.0416	0.0179	5	2.8051	0	-1.622	0.0729	0.1185	0.1774	0.0136	-0.0439	0.0179		
3	44.259	-0.0044	0.0142	-0.0722	0.0258	5	2.8735	0	-1.622	0.0746	0.1374	-0.2481	0.0142	-0.0779	0.0258		
3	44.272	-0.006	0.0145	-0.045	0.023	5	2.9334	0	-1.5571	0.0761	0.1207	-0.2231	0.0145	-0.0406	0.023		
3	44.283	-0.0063	0.0145	-0.0177	0.0148	5	2.8906	0	-1.4922	0.0774	0.1107	0.0025	0.0145	-0.0122	0.0148		
3	44.294	-0.0065	0.0142	-0.0245	0.0033	5	2.8992	0	-1.4922	0.0788	0.1309	0.0025	0.0142	-0.0269	0.0033		
3	44.305	-0.0063	0.0142	0.0039	-0.0094	5	3.0103	0	-1.33	0.0803	0.132	0.0025	0.0142	0.0092	-0.0094		
3	44.317	-0.006	0.0136	0.0017	-0.0279	5	2.9676	0	-1.2003	0.0819	0.1457	0.0643	0.0136	0.0029	-0.0279		
3	44.329	-0.0062	0.0127	-0.0169	-0.0518	5	2.9847	0	-0.9407	0.0838	0.1739	-0.0168	0.0127	-0.0193	-0.0518		
3	44.34	-0.0067	0.0115	-0.0061	-0.0906	5	3.0617	0	-0.6488	0.0858	0.1603	-0.0388	0.0115	-0.0032	-0.0906		
3	44.352	-0.007	0.0097	-0.01	-0.1342	5	3.0274	0	-0.3568	0.0874	0.148	-0.1483	0.0097	-0.012	-0.1342		
3	44.364	-0.0069	0.0067	-0.0048	-0.1427	5	3.0617	0	-0.6163	0.0893	0.142	-0.0617	0.0067	-0.0038	-0.1427		
3	44.376	-0.0068	0.0055	0.0138	-0.1294	5	3.0788	0	-0.7137	0.0908	0.1407	0.0041	0.0055	0.0154	-0.1294		
3	44.386	-0.0069	0.0048	0.0037	-0.0933	5	3.113	0	-1.0056	0.0923	0.1289	0.0041	0.0048	-0.0025	-0.0933		
3	44.397	-0.0072	0.0048	-0.0318	-0.0515	5	3.1215	0	-1.1678	0.0937	0.1282	0.0041	0.0048	-0.0495	-0.0515		
3	44.41	-0.0076	0.0048	-0.0311	-0.0276	5	3.1472	0	-1.2003	0.0954	0.127	0.0041	0.0048	-0.0283	-0.0276		
3	44.421	-0.0088	0.0052	-0.0364	-0.0148	5	3.1814	0	-1.2003	0.0966	0.106	-0.3667	0.0052	-0.0323	-0.0148		
3	44.432	-0.0088	0.0052	-0.032	-0.0058	5	3.207	0	-1.2651	0.0978	0.1146	0.0084	0.0052	-0.0276	-0.0058		
3	44.442	-0.0094	0.0052	-0.0155	-0.0006	5	3.1985	0	-1.2327	0.0988	0.1044	-0.2081	0.0052	-0.0134	-0.0006		
3	44.454	-0.0093	0.0052	0.0118	0.0042	5	3.2327	0	-1.33	0.1001	0.0961	0.3247	0.0052	0.0181	0.0042		
3	44.464	-0.0093	0.0052	-0.0114	0.0055	5	3.2669	0	-1.2327	0.101	0.1082	0.1096	0.0052	-0.0163	0.0055		
3	44.475	-0.0087	0.0052	-0.0062	0.003	5	3.284	0	-1.2003	0.1024	0.1238	0.1105	0.0052	-0.0037	0.003		
3	44.486	-0.0086	0.0048	-0.0063	-0.007	5	3.2498	0	-1.1354	0.104	0.147	0.2433	0.0048	-0.0005	-0.007		
3	44.499	-0.0089	0.0042	-0.0239	-0.033	5	3.3439	0	-0.8759	0.1059	0.1462	-0.0134	0.0042	-0.0237	-0.033		
3	44.51	-0.0089	0.0033	0.0059	-0.0624	5	3.3182	0	-0.6812	0.1075	0.1411	-0.0577	0.0033	0.0084	-0.0624		
3	44.521	-0.0088	0.0021	0.025	-0.0842	5	3.3439	0	-0.5839	0.1089	0.1304	-0.0577	0.0021	0.0255	-0.0842		
3	44.532	-0.0085	0.0012	0.0414	-0.0948	5	3.4208	0	-0.6163	0.1104	0.1427	-0.0577	0.0012	0.0449	-0.0948		
3	44.544	-0.008	0.0003	0.0054	-0.0815	5	3.3866	0	-0.6812	0.1124	0.1648	0.1918	0.0003	-0.0016	-0.0815		
3	44.555	-0.0075	-0.0009	-0.0029	-0.0667	5	3.3866	0	-0.7137	0.1139	0.1279	0.1918	-0.0009	-0.0041	-0.0667		
3	44.566	-0.0067	-0.0012	0.0089	-0.0509	5	3.4722	0	-0.8434	0.1151	0.1159	0.1918	-0.0012	0.006	-0.0509		
3	44.576	-0.0056	-0.0012	-0.0108	-0.0361	5	3.4123	0	-0.9083	0.1165	0.1757	0.4137	-0.0012	-0.0188	-0.0361		
3	44.588	-0.0063	-0.0015	-0.0011	-0.0258	5	3.4636	0	-0.8759	0.1184	0.1125	-0.3153	-0.0015	0.0065	-0.0258		
3	44.598	-0.0069	-0.0018	-0.0205	-0.0245	5	3.5149	0	-0.7785	0.1191	0.0787	-0.3043	-0.0018	-0.0265	-0.0245		
3	44.609	-0.0069	-0.0015	-0.0359	-0.0148	5	3.5235	0	-0.9407	0.1204	0.1154	0.0897	-0.0015	-0.0351	-0.0148		
3	44.621	-0.0074	-0.0015	-0.0538	-0.0015	5	3.5406	0	-0.9732	0.1216	0.1115	-0.0996	-0.0015	-0.0546	-0.0015		
3	44.705	-0.0083	-0.0015	-0.0209	0.0012	5	3.5577	0	-1.0705	0.1231	0.1097	-0.0893	-0.0015	-0.02	0.0012		
3	44.716	-0.0076	-0.0021	0.0108	-0.0385	5	3.6518	0	-0.6163	0.1337	0.1363	0.2177	-0.0021	0.0127	-0.0385		
3	44.727	-0.0072	-0.0027	-0.0005	-0.0512	5	3.7544	0	-0.5515	0.1353	0.1294	-0.1446	-0.0027	0.0059	-0.0512		
3	44.739	-0.0076	-0.0036	-0.0069	-0.0606	5	3.7373	0	-0.4217	0.1364	0.0879	-0.0756	-0.0036	-0.0064	-0.0606		
3	44.752	-0.008	-0.0042	-0.0449	-0.053	5	3.7202	0	-0.6488	0.1375	0.1041	-0.1911	-0.0042	-0.0556	-0.053		
3	44.763	-0.0081	-0.0045	-0.0491	-0.0364	5	3.8228	0	-0.7137	0.1391	0.1444	0.1579	-0.0045	-0.0416	-0.0364		
3	44.774	-0.009	-0.0045	-0.0301	-0.0215	5	3.7458	0	-0.7785	0.1405	0.115	-0.3687	-0.0045	-0.0252	-0.0215		
3	44.784	-0.0091	-0.0048	-0.0089	-0.0136	5	3.8057	0	-0.811	0.1413	0.0953	0.0315	-0.0048	-0.0097	-0.0136		
3	44.796	-0.0092	-0.0048	0.0055	-0.0073	5	3.8228	0	-0.7785	0.1429	0.1275	-0.045	-0.0048	0.0066	-0.0073		
3	44.807	-0.0094	-0.0045	-0.0054	0	5	3.8057	0	-0.7785	0.1445	0.143	-0.045	-0.0045	-0.0091	0		
3	44.818	-0.0095	-0.0045	0.0101	0.0006	5	3.8741	0	-0.7785	0.146	0.1394	-0.045	-0.0045	0.0155	0.0006		
3	44.829	-0.0097	-0.0045	-0.0027	0.0003	5	3.8485	0	-0.7785	0.1475	0.142	-0.045	-0.0045	-0.0022	0.0003		
3	44.842	-0.0104	-0.0048	-0.0314	-0.0006	5	3.8656	0	-0.6163	0.1492	0.1407	-0.1666	-0.0048	-0.0299	-0.0006		
3	44.853	-0.0113	-0.0048	-0.0157	-0.0097	5	3.9083	0	-0.6812	0.1505	0.1014	-0.3473	-0.0048	-0.0092	-0.0097		
3	44.864	-0.0114	-0.0052	-0.0144	-0.0127	5	3.8912	0	-0.5839	0.1514	0.0762	0.2948	-0.0052	-0.0188	-0.0127		
3	44.874	-0.0118	-0.0052	-0.0563	-0.0127	5	3.9254	0	-0.7461	0.1524	0.1115	-0.0847	-0.0052	-0.0573	-0.0127		
3	44.886	-0.0126	-0.0052	-0.0406	-0.0036	5	3.9254	0	-0.7137	0.1535	0.0781	0.0222	-0.0052	-0.0399	-0.0036		
3	44.896	-0.0127	-0.0052	-0.0459	-0.0039	5	3.9511	0	-0.6812	0.1546	0.1391	0.0751	-0.0052	-0.0483	-0.0039		
3	44.907	-0.0132	-0.0055	-0.0018	-0.0061	5	3.9767	0	-0.519	0.1563	0.1414	-0.1432	-0.0055	0.0011	-0.0061		
3	44.918	-0.0134	-0.0058	0.0396	-0.0252	5	3.9938	0	-0.4542	0.1577	0.118	-0.0348	-0.0058	0.0456	-0.0252		
4	44.937	-0.0131	-0.0058	0.0463	-0.0285	5	4.0024	0	-0.4542	0.1584	0.1117	-0.0348	-0.0058	0.0439	-0.0285		
4	44.949	-0.0126	-0.0055	0.0061	0.0164	5	4.0537	-1.4597	0.6163	0.1612	0.1352	-0.0309	-0.0055	0.0024	0.0164		
4	44.961	-0.0131	-0.0055	-0.0292	0.0085	5	4.0366	-3.6297	-1.3949	0.163	0.1484	-0.0384	-0.0055	-0.0266	0.0085		
4	44.971	-0.0134	-0.0082	-0.0294	-0.1121	5	4.105	-2.6139	-3.8927	0.1641	0.1049	0.0814	-0.0082	-0.0254	-0.1121		
4	44.984	-0.0135	-0.0164	-0.0357	-0.4352	5	4.0451	-0.4488	-4.1847	0.1655	0.1045	0.2839	-0.0164	-0.0358	-0.4352		
4	44.994	-0.0139	-0.023	-0.0217	-0.5376	5	4.1307	1.943	-2.7249	0.1666	0.1123	0.0557	-0.023	-0.0186	-0.5376		
4	45.006	-0.0142	-0.017	0.1023	0.1197	5	4.105	5.1431	0.519	0.1676	0.0793	-0.0182	-0.017	0.0373	0.1197		
4	45.016	-0.0135	-0.0045	0.1462	0.6409	5	4.1221	3.5379	2.6276	0.1684	0.0783	-0.061	-0.0045	0.0706	0.6409		
4	45.029	-0.012	0.0079	0.0515	0.9155	5	4.182	-4.6473	2.9844	0.1697	0.1088	0.1386	0.0079	0.0355	0.9155		
4	45.039	-0.0117	0.0133	0.0454	0.7658	5	4.1221	-5.1764	-0.2271	0.1709	0.1195	0.0236	0.0133	0.0443	0.7658		
4	45.051	-0.0119	0.0076	0.0059	0.1627	5	4.2333	-3.8584	-3.4061	0.1722	0.1048	0.0472	0.0076	0.0014	0.1627		
4	45.063	-0.013	-0.0094	-0.0187	-0.6697	5	4.182	0.7749	-3.6332	0.1736	0.1291	0.0054	-0.0094	-0.0064	-0.6697		
4	45.077	-0.0146	-0.0461	-0.0613	-1.46	5	4.2675	7.5366	-4.801	0.1751	0.1023	0.05	-0.0461	-0.0364	-1.46		
4	45.089	-0.0145	-0.0455	0.0259	-0.7894	5	4.2076	9.2132	1.6544	0.1764	0.0972	-0.1916	-0.0455	0.0153	-0.7894		
4	45.101	-0.0132	-0.03	0.0418	0.2688	5	4.2932	3.4907	4.8335	0.1773	0.0718	-0.1708	-0.03	0.04	0.2688		
4	45.111	-0.0111	-0.003	0.0545	1.373	5	4.2675	-4.4268	5.7093	0.1778	0.0497	0.1259	-0.003	0.0071	1.373		
4	45.124	-0.0091	0.0276	0.0151	2.1697	5	4.3017	-14.316	2.9195	0.1786	0.0508	-0.0965	0.0276	-0.0085	2.1697		
4	45.136	-0.011	0.0315	-0.2671	0.5582	5	4.2932	-16	-0.3244	0.1791	0.0449	0.2255	0.0315	-0.0739	0.5582		
4	45.146	-0.0137	0.0039	-0.3707	-0.9406	5	4.2932	-16	-3.5683	0.18	0.0912	0.2437	0.0039	-0.1408	-0.9406		
4	45.158	-0.0185	-0.0361	-0.202	-2.3524	5	4.3616	1.8823	-8.5964	0.1812	0.0988	0.0582	-0.0361	-0.1429	-2.3524		
4	45.169	-0.0222	-0.0767	-0.1745	-3.1652	5	4.3103	12.3443	-7.4286	0.1822	0.1015	0.192	-0.0767	-0.117	-3.1652		
4	45.181	-0.0233	-0.0955	-0.0794	-2.6206	5	4.353	16	-4.1847	0.184	0.1594	-0.2957	-0.0955	-0.0696	-2.6206		
4	45.193	-0.0221	-0.0836	0.0035	-0.9039	5	4.3359	13.5023	-0.9732	0.1855	0.1084	-0.2015	-0.0836	-0.0029	-0.9039		
4	45.203	-0.019	-0.0545	0.0521	0.8361	5	4.3616	4.7664	2.4005	0.1864	0.0938	-0.2446	-0.0545	0.0345	0.8361		
4	45.278	-0.0172	-0.0185	0.2592	2.1112	5	4.3787	4.4349	2.4005	0.1868	0.0984	-0.2446	-0.0185	0.0381	2.1112		
4	45.29	-0.0094	0.0358	-0.0765	0.6161	5	4.4642	-13.7287	3.5034	0.1935	0.083	0.1535	0.0358	-0.0897	0.6161		
4	45.302	-0.0102	0.0448	-0.1375	0.7648	5	4.43	-16	0.292	0.1949	0.1242	-0.0656	0.0448	-0.1462	0.7648		
4	45.312	-0.012	0.0461	-0.1488	0.493	5	4.4899	-16	-2.952	0.1963	0.1371	-0.0298	0.0461	-0.1562	0.493		
4	45.325	-0.0171	0.0152	-0.2891	-1.0524	5	4.4813	-15.2161	-6.1635	0.198	0.1363	-0.2756	0.0152	-0.1531	-1.0524		
4	45.335	-0.0191	0.0152	-0.1455	-1.0524	5	4.4813	-8.6986	-9.4398	0.1996	0.1536	0.166	0.0152	-0.145	-1.0524		
4	45.347	-0.0252	-0.0539	-0.2882	-2.7764	5	4.507	1.8983	-9.6345	0.202	0.2198	0.0722	-0.0539	-0.1732	-2.7764		
4	45.357	-0.0276	-0.07	-0.1146	-2.293	5	4.4728	10.4113	-6.9096	0.2048	0.2923	-0.1489	-0.07	-0.1682	-2.293		
4	45.37	-0.0269	-0.0615	-0.1336	-0.8758	5	4.4984	2.7922	-0.3893	0.2089	0.3142	-0.1496	-0.0615	-0.175	-0.8758		
4	45.38	-0.0248	-0.0403	-0.0911	0.4988	5	4.507	-3.6887	2.8871	0.212	0.3139	-0.0685	-0.0403	-0.1368	0.4988		
4	45.392	-0.0222	-0.0124	-0.1041	1.55	5	4.5754	-12.2293	1.5895	0.2156	0.2898	0.2754	-0.0124	-0.1194	1.55		
4	45.404	-0.0216	0.0094	-0.072	1.8733	5	4.507	-15.9362	-1.5571	0.2186	0.2371	-0.1329	0.0094	-0.0894	1.8733		
4	45.418	-0.0277	-0.0224	-0.356	-0.7891	5	4.5839	-14.0365	-4.9308	0.2207	0.1202	0.0458	-0.0224	-0.1033	-0.7891		
4	45.43	-0.0347	-0.07	-0.2285	-2.6021	5	4.5412	5.3188	-9.602	0.2215	0.067	0.0762	-0.07	-0.1609	-2.6021		
4	45.44	-0.0405	-0.123	-0.2615	-3.8724	5	4.5925	16	-6.5203	0.222	0.0375	0.1344	-0.123	-0.1905	-3.8724		
4	45.452	-0.0431	-0.1515	-0.1724	-3.4594	5	4.5754	16	-3.3088	0.2221	0.0042	-0.0626	-0.1515	-0.1462	-3.4594		
4	45.465	-0.0363	-0.1052	0.2	0.843	5	4.6181	16	-0.0973	0.2212	-0.0939	0.1028	-0.1052	-0.1555	0.843		
4	45.475	-0.0364	-0.1052	-0.1179	0.843	5	4.5583	3.0934	3.3413	0.2204	-0.0687	-0.3526	-0.1052	-0.1251	0.843		
4	45.487	-0.0316	-0.0106	0.1215	3.6555	5	4.6267	-11.5057	4.3144	0.219	-0.1629	0.2308	-0.0106	-0.0724	3.6555		
4	45.499	-0.0306	0.0127	-0.0339	3.1109	5	4.5839	-16	-1.9139	0.2158	-0.2687	0.1455	0.0127	-0.0498	3.1109		
4	45.513	-0.0341	-0.0039	-0.1608	0.9688	5	4.6267	-15.7067	-5.1903	0.2123	-0.2444	0.2059	-0.0039	-0.1739	0.9688		
4	45.526	-0.0438	-0.1003	-0.5044	-3.2736	5	4.5925	-0.7189	-8.4991	0.2095	-0.2281	0.1983	-0.1003	-0.1938	-3.2736		
4	45.538	-0.0504	-0.1485	-0.3556	-4.027	5	4.6609	16	-8.6937	0.2069	-0.1773	-0.2513	-0.1485	-0.2139	-4.027		
4	45.55	-0.0525	-0.1591	-0.1175	-2.7352	5	4.6096	16	-2.4329	0.2058	-0.0663	-0.2735	-0.1591	-0.132	-2.7352		
4	45.564	-0.0506	-0.1352	0.0117	-0.4024	5	4.6438	16	1.0381	0.2045	-0.1086	-0.1907	-0.1352	0.0067	-0.4024		
4	45.576	-0.0449	-0.0527	0.3348	2.8679	5	4.6181	5.9907	4.3144	0.2037	-0.0704	0.0839	-0.0527	0.0964	2.8679		
4	45.588	-0.0402	-0.013	0.2382	3.4042	5	4.6181	-6.3872	7.5908	0.2022	-0.1475	0.0839	-0.013	0.1862	3.4042		
4	45.598	-0.0382	-0.0027	0.0795	2.3715	5	4.6352	-11.0213	5.9364	0.2007	-0.16	0.0839	-0.0027	0.2089	2.3715		
4	45.611	-0.0391	-0.0276	-0.0296	0.1761	5	4.6352	-3.6151	-0.7137	0.1985	-0.1615	0.0839	-0.0276	0.0265	0.1761		
4	45.623	-0.042	-0.0685	-0.0937	-1.7839	5	4.6523	7.4279	-3.6332	0.1967	-0.1475	0.0298	-0.0685	-0.0733	-1.7839		
4	45.635	-0.0453	-0.1436	-0.0658	-3.0921	5	4.6695	16	-2.0761	0.1949	-0.1565	-0.1877	-0.1436	-0.0209	-3.0921		
4	45.645	-0.0459	-0.1436	0.0237	-3.0921	5	4.6352	16	1.0381	0.1932	-0.1623	-0.0527	-0.1436	0.0631	-3.0921		
4	45.656	-0.0418	-0.1403	0.4469	0.5636	5	4.6951	16	4.1522	0.1917	-0.1547	0.2192	-0.1403	0.1112	0.5636		
4	45.668	-0.0374	-0.0585	0.4186	2.6085	5	4.678	12.8779	7.6557	0.1892	-0.1916	0.4312	-0.0585	0.0888	2.6085		
4	45.678	-0.0345	0.0027	0.3326	4.247	5	4.6951	-6.9843	10.9321	0.1872	-0.2383	-0.0818	0.0027	0.0448	4.247		
4	45.69	-0.0318	0.0494	0.0898	4.4915	5	4.6609	-16	8.9208	0.1833	-0.3179	0.2026	0.0494	0.0421	4.4915		
4	45.701	-0.0323	0.0545	-0.0329	2.7288	5	4.678	-16	5.3849	0.1798	-0.3065	0.108	0.0545	-0.002	2.7288		
4	45.713	-0.0342	0.0315	-0.0342	0.4233	5	4.6523	-14.0697	2.2059	0.1767	-0.2509	0.142	0.0315	-0.0205	0.4233		
4	45.725	-0.0359	0.0036	-0.0845	-1.0685	5	4.7037	-6.1426	-1.0381	0.1736	-0.2518	0.142	0.0036	-0.0733	-1.0685		
4	45.737	-0.0372	-0.0394	-0.0776	-1.7858	5	4.678	3.974	-4.3469	0.1721	-0.0773	0.142	-0.0394	-0.0565	-1.7858		
4	45.751	-0.0372	-0.0421	-0.0155	-1.1121	5	4.6866	4.7201	-0.5515	0.1724	0.046	0.142	-0.0421	-0.0217	-1.1121		
4	45.763	-0.0371	-0.027	-0.0644	0.0785	5	4.6866	-4.3571	2.6925	0.1738	0.1403	0.1998	-0.027	-0.0773	0.0785		
4	45.776	-0.0372	-0.0003	-0.0567	1.2624	5	4.7293	-12.7523	3.1466	0.1761	0.2003	-0.0804	-0.0003	-0.0635	1.2624		
4	45.85	-0.0373	0.0282	0.0586	2.0048	5	4.6951	-15.5888	3.1466	0.1769	0.2151	-0.5494	0.0282	-0.0798	2.0048		
4	45.863	-0.0532	-0.2055	0.0511	-1.8103	5	4.6951	16	-15.506	0.1998	0.2365	-0.5494	-0.2055	0.0314	-1.8103		
4	45.875	-0.0544	-0.2082	0.2139	-1.0861	5	4.6695	16	-12.3918	0.2015	0.1117	-0.5494	-0.2082	0.2118	-1.0861		
4	45.887	-0.0527	-0.2139	0.4139	-0.4597	5	4.6951	16	-9.1479	0.2011	-0.0778	-0.5494	-0.2139	0.3408	-0.4597		
4	45.899	-0.0504	-0.2115	0.2784	-0.1303	5	4.6695	16	-5.8715	0.1984	-0.2597	-0.5494	-0.2115	0.2436	-0.1303		
4	45.913	-0.0495	-0.2088	0.0678	0.0615	5	4.7037	16	0.5515	0.1938	-0.3526	-0.5494	-0.2088	0.0428	0.0615		
