State	Time (s)	Phi (rad)	Del (rad)	dPhi (rad/s)	dDel (rad/s)	v_r (m/s)	v (m/s)	u (Nm)	T (Nm)	Heading (rad)	dHeading (rad/s)	Phi_y (rad)	Del_y (rad)	dPhi_y (rad/s)	dDel_y (rad/s)
3	57.668	0.0122	0.0158	0.0381	-0.0397	5	2.3689	0	-0.9083	-0.0665	0.1	-0.1659	0.0158	0.0403	-0.0397
3	57.688	0.0122	0.0133	0.0357	-0.1073	5	2.4545	0	-0.3893	-0.0637	0.1763	-0.0602	0.0133	0.0426	-0.1073
3	57.708	0.0131	0.0094	0.06	-0.1673	5	2.4716	0	-0.0649	-0.0608	0.1503	0.1977	0.0094	0.0587	-0.1673
3	57.73	0.0151	0.0076	0.0015	-0.1061	5	2.5656	0	-0.6812	-0.0567	0.1903	0.1808	0.0076	0.0074	-0.1061
3	57.751	0.0161	0.0061	-0.0437	-0.0779	5	2.6169	0	-0.6163	-0.0538	0.1266	0.0621	0.0061	-0.0499	-0.0779
3	57.771	0.016	0.0064	-0.0111	0.0045	5	2.6597	0	-1.2976	-0.0516	0.068	-0.0201	0.0064	-0.0138	0.0045
3	57.791	0.0161	0.0097	-0.0791	0.1348	5	2.7196	0	-2.2708	-0.0502	0.0963	0.2575	0.0097	-0.0866	0.1348
3	57.813	0.0139	0.0121	-0.053	0.1185	5	2.7965	0	-1.622	-0.0483	0.0666	-0.182	0.0121	-0.0506	0.1185
3	57.833	0.0131	0.0136	0.0047	0.0827	5	2.9077	0	-1.5895	-0.0474	0.0496	0.0275	0.0136	0.0053	0.0827
3	57.853	0.0134	0.0152	0.0214	0.0761	5	2.9077	0	-1.7193	-0.0457	0.0871	-0.1452	0.0152	0.0211	0.0761
3	57.874	0.0142	0.0152	0.0169	0.0106	5	3.0531	0	-1.2003	-0.0436	0.1368	0.1531	0.0152	0.0133	0.0106
3	57.896	0.0138	0.013	0.0184	-0.0924	5	3.113	0	-0.4866	-0.0398	0.188	-0.1562	0.013	0.0129	-0.0924
3	57.916	0.014	0.0088	0.0042	-0.173	5	3.1728	0	-0.5839	-0.0355	0.194	0.1509	0.0088	0.0101	-0.173
3	57.936	0.0158	0.0064	0.0578	-0.1288	5	3.2327	0	-0.5515	-0.0328	0.1344	0.1509	0.0064	0.0552	-0.1288
3	57.956	0.0171	0.0048	-0.0302	-0.0867	5	3.2755	0	-0.7785	-0.0304	0.1332	0.2623	0.0048	-0.0345	-0.0867
3	57.978	0.0165	0.0052	-0.0391	-0.0058	5	3.2926	0	-1.1354	-0.0277	0.0846	0.2597	0.0052	-0.0425	-0.0058
3	57.998	0.0169	0.0067	-0.0258	0.097	5	3.3695	0	-1.9788	-0.0263	0.0782	0.4437	0.0067	-0.0402	0.097
3	58.019	0.016	0.0097	-0.0536	0.0918	5	3.3353	0	-1.3625	-0.0251	0.0589	-0.1073	0.0097	-0.0547	0.0918
3	58.039	0.0145	0.0103	-0.0821	0.0379	5	3.4123	0	-1.3625	-0.0229	0.1393	-0.0669	0.0103	-0.0828	0.0379
3	58.061	0.0128	0.01	-0.0707	0.0015	5	3.361	0	-1.1354	-0.0198	0.1901	0.1832	0.01	-0.0708	0.0015
3	58.081	0.0129	0.0088	0.0239	-0.0439	5	3.3011	0	-0.8434	-0.0165	0.1229	-0.1646	0.0088	0.0281	-0.0439
3	58.159	0.0132	0.0088	0.0529	-0.0439	5	3.2926	0	-1.1029	-0.0158	0.1063	-0.0148	0.0088	0.0533	-0.0439
3	58.179	0.0179	0.0048	-0.0336	-0.0345	5	3.3268	0	-0.6488	-0.0056	0.1336	0.2798	0.0048	-0.0448	-0.0345
3	58.2	0.017	0.0036	-0.1158	-0.0442	5	3.4208	0	-1.0705	-0.0023	0.1817	0.1529	0.0036	-0.1202	-0.0442
3	58.221	0.0151	0.0033	0.004	-0.0191	5	3.4123	0	-1.0381	0.0008	0.0951	-0.1746	0.0033	0.0073	-0.0191
3	58.241	0.0154	0.0036	-0.0239	0.0042	5	3.4037	0	-1.2651	0.0032	0.1075	-0.0101	0.0036	-0.019	0.0042
3	58.262	0.015	0.0048	-0.0421	0.0458	5	3.4978	0	-1.33	0.0051	0.1075	0.1809	0.0048	-0.0446	0.0458
3	58.283	0.0136	0.0048	-0.031	0.0179	5	3.5064	0	-1.1354	0.0071	0.0729	0.1385	0.0048	-0.0308	0.0179
3	58.303	0.0129	0.0048	0.0907	0.0042	5	3.5406	0	-1.1354	0.0094	0.0937	-0.1894	0.0048	0.0997	0.0042
3	58.324	0.0128	0.0045	-0.0227	-0.0145	5	3.5577	0	-1.1354	0.0113	0.1549	-0.3268	0.0045	-0.0258	-0.0145
3	58.344	0.0107	0.0039	-0.0621	-0.023	5	3.6518	0	-0.811	0.0151	0.1498	-0.0511	0.0039	-0.0521	-0.023
3	58.366	0.0108	0.0018	0.0146	-0.0958	5	3.7202	0	-0.2271	0.0183	0.1359	-0.1107	0.0018	0.0166	-0.0958
3	58.386	0.0112	0	-0.0191	-0.0748	5	3.7202	0	-0.9732	0.0204	0.1171	0.164	0	-0.0167	-0.0748
3	58.406	0.0107	-0.0009	-0.0462	-0.0424	5	3.78	0	-0.5515	0.0234	0.1149	0.1682	-0.0009	-0.0337	-0.0424
3	58.426	0.0106	-0.0009	0.0303	-0.0309	5	3.8998	0	-1.2327	0.0249	0.0658	0.0665	-0.0009	0.0367	-0.0309
3	58.448	0.0126	-0.0009	-0.0154	0.0058	5	3.9425	0	-0.6812	0.0266	0.1128	0.0153	-0.0009	-0.0229	0.0058
3	58.468	0.0122	-0.0009	-0.0443	-0.0052	5	3.9853	0	-0.9083	0.0291	0.0838	0.1156	-0.0009	-0.0418	-0.0052
4	58.489	0.0116	-0.0009	0.0588	-0.0027	5	4.028	1.4754	-1.0056	0.0304	0.0616	0.1357	-0.0009	0.07	-0.0027
4	58.511	0.0133	0.0003	0.0189	0.0952	5	4.0451	0.961	1.4273	0.0326	0.1026	0.0276	0.0003	0.0114	0.0952
4	58.533	0.0133	0.0033	0	0.0891	5	4.0708	0.4796	0	0.0361	0.1652	0.2656	0.0033	0.0005	0.0891
4	58.555	0.0086	-0.0015	0.0692	-0.16	5	4.1307	1.3865	1.1029	0.0393	0.1469	0.4495	-0.0015	0.078	-0.16
4	58.577	0.0143	0.0045	-0.0005	0.1388	5	4.182	0.4208	1.2651	0.0423	0.1381	0.5204	0.0045	-0.0017	0.1388
4	58.598	0.0154	0.0048	-0.1366	0.0973	5	4.1563	-1.1183	-0.7137	0.045	0.1028	-0.0341	0.0048	-0.1385	0.0973
4	58.621	0.0096	-0.0018	-0.0016	-0.0636	5	4.1392	0.6512	-0.4866	0.0464	0.058	0.0178	-0.0018	-0.0237	-0.0636
4	58.642	0.0146	0.0073	-0.0152	0.3915	5	4.1136	0.0645	-0.2595	0.0481	0.106	0.0178	0.0073	-0.0454	0.3915
4	58.732	0.0137	0.0145	-0.065	0.1827	5	4.1905	-1.1652	-0.5515	0.0506	0.1238	-0.0868	0.0145	-0.0448	0.1827
4	58.753	0.0093	-0.0006	-0.0721	-0.1821	5	4.1649	-0.3041	-0.4866	0.0645	0.1987	0.0337	-0.0006	-0.0722	-0.1821
4	58.776	0.0082	-0.0006	-0.0709	-0.0588	5	4.1563	-0.326	-0.3244	0.0686	0.1694	0.0337	-0.0006	-0.0706	-0.0588
4	58.797	0.0069	-0.0009	-0.1023	-0.0221	5	4.1734	-0.7144	-0.5839	0.0716	0.1187	0.0337	-0.0009	-0.1037	-0.0221
4	58.818	0.0053	-0.0009	-0.0991	-0.0103	5	4.2162	-0.7378	-0.5515	0.0733	0.0597	0.066	-0.0009	-0.1025	-0.0103
4	58.84	0.0033	0	-0.1198	0.0033	5	4.3103	-1.0672	-0.9083	0.0753	0.1097	0.0271	0	-0.1158	0.0033
4	58.863	0.0007	-0.0003	-0.1401	-0.017	5	4.3274	-1.3784	-1.1354	0.078	0.1257	-0.0318	-0.0003	-0.143	-0.017
4	58.885	-0.0021	-0.0024	-0.1222	-0.0548	5	4.3017	-1.1971	-1.2003	0.0808	0.1273	-0.0633	-0.0024	-0.1256	-0.0548
4	58.907	-0.0045	-0.0036	-0.1058	-0.0567	5	4.3103	-1.0378	-1.0705	0.0835	0.1233	-0.2005	-0.0036	-0.1068	-0.0567
4	58.928	-0.0067	-0.0042	-0.1218	-0.0406	5	4.353	-1.2174	-1.2327	0.0862	0.1311	-0.2005	-0.0042	-0.1232	-0.0406
4	58.95	-0.0096	-0.0052	-0.1685	-0.043	5	4.3445	-1.7677	-1.4922	0.089	0.1138	-0.2005	-0.0052	-0.1738	-0.043
4	58.972	-0.0131	-0.0058	-0.1853	-0.0355	5	4.3787	-2.0095	-1.8815	0.0913	0.1043	0.0544	-0.0058	-0.1857	-0.0355
4	58.994	-0.0173	-0.0103	-0.2116	-0.1327	5	4.4214	-2.0686	-2.1086	0.0933	0.0782	0.0435	-0.0103	-0.1995	-0.1327
4	59.016	-0.0219	-0.0142	-0.2114	-0.2039	5	4.43	-1.9812	-1.8166	0.095	0.0842	-0.0883	-0.0142	-0.2155	-0.2039
4	59.039	-0.0259	-0.0139	-0.1904	-0.0445	5	4.4385	-1.8838	-1.8815	0.0967	0.0635	0.0736	-0.0139	-0.1921	-0.0445
4	59.06	-0.0295	-0.0148	-0.1774	-0.0436	5	4.4385	-1.8551	-1.7193	0.0981	0.0748	0.0736	-0.0148	-0.1832	-0.0436
4	59.081	-0.0331	-0.0182	-0.1766	-0.2176	5	4.4813	-1.7878	-1.7193	0.0996	0.0715	0.0736	-0.0182	-0.164	-0.2176
4	59.103	-0.0366	-0.0245	-0.1664	-0.2273	5	4.5155	-1.2473	-1.4273	0.1012	0.079	-0.0938	-0.0245	-0.1731	-0.2273
4	59.126	-0.0408	-0.0321	-0.1814	-0.2573	5	4.5155	-0.9279	-1.33	0.103	0.0666	-0.0378	-0.0321	-0.1793	-0.2573
4	59.148	-0.0451	-0.037	-0.2098	-0.26	5	4.5326	-0.9148	-0.8434	0.1041	0.0401	-0.2426	-0.037	-0.2137	-0.26
4	59.17	-0.0495	-0.0391	-0.1942	-0.1497	5	4.5241	-0.7185	-0.9083	0.1043	-0.0076	-0.1225	-0.0391	-0.1927	-0.1497
4	59.191	-0.0536	-0.0421	-0.1899	-0.1336	5	4.5326	-0.57	-0.7461	0.1039	-0.0259	-0.1225	-0.0421	-0.1934	-0.1336
4	59.214	-0.058	-0.0433	-0.2017	-0.0564	5	4.5583	-0.635	-0.3244	0.1027	-0.0741	-0.1225	-0.0433	-0.2108	-0.0564
4	59.303	-0.0619	-0.0439	-0.2149	-0.0579	5	4.5839	-0.8016	-0.7137	0.1015	-0.0636	-0.1225	-0.0439	-0.2143	-0.0579
4	59.325	-0.0801	-0.0576	-0.1477	-0.187	5	4.601	0.0733	-0.3244	0.0959	-0.0477	-0.1427	-0.0576	-0.1467	-0.187
4	59.346	-0.0832	-0.0585	-0.1366	-0.097	5	4.6695	0.4026	0.0649	0.0945	-0.0618	-0.0226	-0.0585	-0.1412	-0.097
4	59.368	-0.0858	-0.0594	-0.1197	-0.0567	5	4.6438	0.4699	0.4217	0.0931	-0.0722	-0.0226	-0.0594	-0.1226	-0.0567
4	59.39	-0.0887	-0.0624	-0.1644	-0.1182	5	4.6951	0.3504	0.3244	0.091	-0.1156	-0.0226	-0.0624	-0.1684	-0.1182
4	59.411	-0.0927	-0.063	-0.2203	-0.0603	5	4.6951	-0.1425	0	0.0881	-0.1435	-0.0013	-0.063	-0.223	-0.0603
4	59.433	-0.0977	-0.0633	-0.2384	-0.023	5	4.7037	-0.4074	-0.4542	0.0847	-0.1587	-0.0796	-0.0633	-0.2414	-0.023
4	59.457	-0.1029	-0.0642	-0.205	-0.033	5	4.6951	-0.3461	-0.3893	0.0809	-0.1598	0.0574	-0.0642	-0.208	-0.033
4	59.478	-0.1071	-0.0642	-0.196	-0.0076	5	4.6695	-0.5346	-0.3893	0.0775	-0.1675	0.0305	-0.0642	-0.1991	-0.0076
4	59.5	-0.1111	-0.0645	-0.1635	-0.0112	5	4.6951	-0.3381	-0.4542	0.0737	-0.1737	0.0305	-0.0645	-0.1642	-0.0112
4	59.521	-0.1145	-0.0645	-0.1679	-0.0055	5	4.678	-0.5877	-0.3893	0.0706	-0.146	0.0305	-0.0645	-0.1711	-0.0055
4	59.543	-0.1181	-0.0676	-0.1581	-0.1045	5	4.6866	-0.4771	-0.4866	0.0676	-0.1256	-0.0321	-0.0676	-0.1503	-0.1045
4	59.565	-0.1213	-0.0712	-0.1527	-0.1667	5	4.6866	-0.3193	-0.292	0.0651	-0.1225	0.0006	-0.0712	-0.1529	-0.1667
4	59.587	-0.1246	-0.0748	-0.1386	-0.1785	5	4.7037	0.0318	-0.2595	0.0621	-0.1439	0.0806	-0.0748	-0.1363	-0.1785
4	59.609	-0.1277	-0.0764	-0.1576	-0.1021	5	4.6951	-0.0574	0.0973	0.059	-0.1478	-0.171	-0.0764	-0.1636	-0.1021
4	59.632	-0.1315	-0.077	-0.1672	-0.0376	5	4.6866	-0.2058	0	0.055	-0.175	-0.1035	-0.077	-0.1684	-0.0376
4	59.654	-0.1354	-0.077	-0.1945	-0.0124	5	4.7208	-0.4161	-0.1622	0.0507	-0.2102	-0.1035	-0.077	-0.202	-0.0124
4	59.675	-0.1399	-0.077	-0.225	-0.0003	5	4.7122	-0.8802	-0.6163	0.0462	-0.2071	-0.1035	-0.077	-0.2276	-0.0003
4	59.696	-0.1441	-0.0779	-0.1914	-0.0321	5	4.755	-0.5744	-0.6812	0.0418	-0.2084	0.0427	-0.0779	-0.1941	-0.0321
4	59.72	-0.1486	-0.0794	-0.2005	-0.0691	5	4.755	-0.7485	-0.6488	0.0372	-0.1995	-0.0497	-0.0794	-0.2048	-0.0691
4	59.742	-0.1532	-0.0818	-0.2045	-0.1061	5	4.7635	-0.7652	-0.7785	0.0328	-0.1962	0.0716	-0.0818	-0.2058	-0.1061
4	59.764	-0.1578	-0.0876	-0.1956	-0.1715	5	4.7635	-0.4475	-0.7785	0.028	-0.2169	-0.127	-0.0876	-0.2012	-0.1715
4	59.786	-0.1618	-0.0882	-0.1745	-0.0655	5	4.755	-0.3096	-0.3893	0.0232	-0.2094	-0.0457	-0.0882	-0.1814	-0.0655
4	59.877	-0.1649	-0.0894	-0.1602	-0.087	5	4.7464	-0.2976	-0.292	0.0188	-0.2429	-0.1535	-0.0894	-0.1612	-0.087
4	59.899	-0.1841	-0.0994	-0.2025	-0.0339	5	4.7464	-0.4664	-0.3244	-0.0081	-0.2997	-0.1247	-0.0994	-0.2093	-0.0339
4	59.921	-0.1886	-0.1015	-0.2041	-0.0967	5	4.7464	-0.5623	-0.3244	-0.0145	-0.2856	0.0472	-0.1015	-0.2071	-0.0967
4	59.943	-0.1932	-0.1103	-0.2197	-0.2897	5	4.7464	-0.3114	-0.4217	-0.0211	-0.3011	0.0291	-0.1103	-0.2108	-0.2897
4	59.965	-0.1974	-0.1161	-0.1645	-0.2664	5	4.7464	0.4929	-0.2271	-0.0283	-0.3311	0.0291	-0.1161	-0.1644	-0.2664
4	59.986	-0.2005	-0.1152	-0.1593	-0.0418	5	4.7379	0.5507	0.4217	-0.0351	-0.3343	0.0291	-0.1152	-0.165	-0.0418
4	60.008	-0.2031	-0.1158	-0.0832	-0.0379	5	4.755	1.1705	0.811	-0.0423	-0.3251	0.0291	-0.1158	-0.0842	-0.0379
4	60.029	-0.2047	-0.1164	-0.091	-0.0312	5	4.755	1.1043	1.2327	-0.0494	-0.3309	-0.1592	-0.1164	-0.0938	-0.0312
4	60.053	-0.2077	-0.1182	-0.1666	-0.0618	5	4.7464	0.486	0.9407	-0.0575	-0.3393	0.1902	-0.1182	-0.1723	-0.0618
4	60.075	-0.2114	-0.1212	-0.1711	-0.1215	5	4.7464	0.4912	0.4866	-0.0647	-0.3464	-0.071	-0.1212	-0.1676	-0.1215
4	60.096	-0.2152	-0.1215	-0.1945	-0.047	5	4.7635	0.38	0.519	-0.0725	-0.3662	0.0168	-0.1215	-0.1992	-0.047
4	60.117	-0.2189	-0.1215	-0.1665	-0.0124	5	4.755	0.414	0.292	-0.0806	-0.4097	0.0168	-0.1215	-0.1714	-0.0124
4	60.14	-0.2223	-0.1215	-0.1392	-0.0036	5	4.7464	0.4244	0.3893	-0.0897	-0.388	-0.104	-0.1215	-0.1408	-0.0036
4	60.162	-0.2251	-0.1215	-0.1432	-0.0009	5	4.7464	0.2734	0.4542	-0.098	-0.3925	-0.0949	-0.1215	-0.1487	-0.0009
4	60.184	-0.2288	-0.1218	-0.1752	-0.0064	5	4.7635	-0.0022	0.292	-0.1068	-0.3815	-0.2235	-0.1218	-0.1782	-0.0064
4	60.206	-0.2327	-0.1227	-0.1952	-0.0691	5	4.755	-0.3852	-0.1298	-0.1154	-0.3877	-0.1066	-0.1227	-0.1959	-0.0691
4	60.228	-0.2365	-0.1279	-0.1608	-0.1461	5	4.7379	-0.0219	-0.0649	-0.1234	-0.3526	-0.0089	-0.1279	-0.1608	-0.1461
4	60.25	-0.2393	-0.1297	-0.1025	-0.1206	5	4.7635	0.6597	0.1946	-0.1311	-0.3568	-0.0089	-0.1297	-0.1041	-0.1206
4	60.271	-0.2413	-0.1306	-0.1094	-0.0667	5	4.7464	0.5696	0.519	-0.1388	-0.3603	-0.0089	-0.1306	-0.1129	-0.0667
4	60.292	-0.2436	-0.1321	-0.1223	-0.0742	5	4.7464	0.502	0.6163	-0.1466	-0.3915	-0.0655	-0.1321	-0.1272	-0.0742
4	60.315	-0.2475	-0.1321	-0.2079	-0.0003	5	4.7721	-0.0368	0.3568	-0.1562	-0.4177	0.0083	-0.1321	-0.2198	-0.0003
4	60.337	-0.2526	-0.1318	-0.2476	0.003	5	4.7635	-0.6469	-0.3244	-0.1656	-0.4285	-0.0394	-0.1318	-0.2538	0.003
4	60.359	-0.258	-0.1324	-0.2421	-0.0191	5	4.7635	-0.8236	-0.7785	-0.175	-0.4272	-0.0788	-0.1324	-0.2473	-0.0191
4	60.448	-0.2618	-0.133	-0.187	-0.0364	5	4.7635	-0.5488	-0.6488	-0.1827	-0.423	0.0115	-0.133	-0.1893	-0.0364
4	60.47	-0.2802	-0.1403	-0.1701	-0.057	5	4.7293	-0.8412	-0.4217	-0.2234	-0.4306	0.0115	-0.1403	-0.1744	-0.057
4	60.491	-0.2835	-0.1482	-0.1498	-0.1988	5	4.7464	-0.1486	-0.7461	-0.2323	-0.4301	0.0115	-0.1482	-0.1512	-0.1988
4	60.513	-0.2865	-0.1536	-0.1289	-0.2424	5	4.7379	0.2704	-0.1946	-0.2419	-0.4311	0.1068	-0.1536	-0.139	-0.2424
4	60.535	-0.2895	-0.1548	-0.1286	-0.0961	5	4.7122	0.2502	0.1946	-0.2515	-0.4513	-0.0362	-0.1548	-0.1407	-0.0961
4	60.558	-0.2932	-0.1567	-0.197	-0.1106	5	4.7379	-0.092	0	-0.2625	-0.4867	-0.0007	-0.1567	-0.2005	-0.1106
4	60.58	-0.2978	-0.1594	-0.2081	-0.1197	5	4.7293	-0.2062	-0.1946	-0.2737	-0.5195	-0.0675	-0.1594	-0.2113	-0.1197
4	60.601	-0.302	-0.1597	-0.2054	-0.033	5	4.7122	-0.379	-0.2595	-0.2847	-0.5242	-0.0428	-0.1597	-0.2095	-0.033
4	60.623	-0.3062	-0.1603	-0.192	-0.0185	5	4.7037	-0.4682	-0.292	-0.2964	-0.5386	-0.0428	-0.1603	-0.1962	-0.0185
4	60.645	-0.3103	-0.1633	-0.1908	-0.1373	5	4.7293	-0.2909	-0.292	-0.3084	-0.5479	-0.0428	-0.1633	-0.1859	-0.1373
4	60.667	-0.3138	-0.1658	-0.1647	-0.1009	5	4.7293	0.0258	0.0973	-0.3209	-0.5699	0.0326	-0.1658	-0.172	-0.1009
4	60.688	-0.317	-0.1648	-0.1597	-0.0088	5	4.7293	-0.0519	0.1298	-0.3325	-0.542	-0.0964	-0.1648	-0.1652	-0.0088
4	60.71	-0.3204	-0.167	-0.1395	-0.0903	5	4.7379	0.1184	0.1622	-0.3437	-0.5025	-0.224	-0.167	-0.1416	-0.0903
4	60.733	-0.3233	-0.1742	-0.1305	-0.2152	5	4.7635	0.7865	0.3244	-0.3557	-0.5199	-0.0326	-0.1742	-0.1308	-0.2152
4	60.755	-0.3263	-0.1785	-0.1454	-0.2036	5	4.755	0.8902	0.519	-0.3672	-0.5364	-0.0326	-0.1785	-0.1531	-0.2036
4	60.776	-0.329	-0.1806	-0.1241	-0.11	5	4.7721	1.4007	1.0705	-0.3795	-0.6123	-0.0326	-0.1806	-0.1404	-0.11
4	60.797	-0.3326	-0.18	-0.1963	-0.0118	5	4.7635	0.7026	0.8759	-0.3924	-0.627	-0.0326	-0.18	-0.201	-0.0118
4	60.82	-0.337	-0.1797	-0.1862	0.0133	5	4.7806	0.7401	0.5839	-0.4074	-0.6349	-0.0326	-0.1797	-0.1884	0.0133
4	60.841	-0.3407	-0.1797	-0.1621	-0.0036	5	4.7635	0.5777	0.4866	-0.4202	-0.603	-0.1016	-0.1797	-0.1652	-0.0036
4	60.864	-0.3444	-0.1797	-0.1686	-0.0079	5	4.7635	0.3575	0.6488	-0.4336	-0.6115	0.0194	-0.1797	-0.1737	-0.0079
4	60.886	-0.3483	-0.1833	-0.2045	-0.1139	5	4.755	0.0384	0.1298	-0.4469	-0.6092	0.0106	-0.1833	-0.2025	-0.1139
4	60.908	-0.3525	-0.1876	-0.1637	-0.1873	5	4.7208	0.1474	0.1298	-0.4613	-0.638	-0.1337	-0.1876	-0.1657	-0.1873
4	60.929	-0.3557	-0.1879	-0.1327	-0.0736	5	4.7293	0.4905	0.0973	-0.4746	-0.6362	-0.1337	-0.1879	-0.1334	-0.0736
4	61.019	-0.3579	-0.1876	-0.0931	-0.0061	5	4.7293	0.7533	0.7137	-0.4861	-0.5869	-0.1337	-0.1876	-0.0942	-0.0061
4	61.041	-0.3757	-0.1948	-0.2086	-0.0355	5	4.6866	-0.7244	-0.4217	-0.5425	-0.6337	-0.0038	-0.1948	-0.2164	-0.0355
4	61.063	-0.3803	-0.1976	-0.2139	-0.1006	5	4.6951	-0.714	-0.4866	-0.557	-0.6591	-0.0038	-0.1976	-0.2187	-0.1006
4	61.084	-0.384	-0.1967	-0.1558	0.0167	5	4.6866	-0.4554	-0.4866	-0.5712	-0.6871	-0.0038	-0.1967	-0.1655	0.0167
4	61.106	-0.3868	-0.1952	-0.1329	0.0385	5	4.7379	-0.0032	-0.3244	-0.586	-0.6657	-0.0038	-0.1952	-0.135	0.0385
4	61.127	-0.3894	-0.1958	-0.1489	0.0045	5	4.7122	-0.4872	-0.2271	-0.6	-0.6591	-0.1883	-0.1958	-0.156	0.0045
4	61.151	-0.3932	-0.197	-0.1857	-0.0336	5	4.6866	-1.1468	-0.9407	-0.6152	-0.6194	-0.0596	-0.197	-0.194	-0.0336
4	61.173	-0.3973	-0.203	-0.186	-0.2112	5	4.6951	-0.8958	-0.9407	-0.6286	-0.6098	-0.1901	-0.203	-0.192	-0.2112
4	61.194	-0.4009	-0.2094	-0.1849	-0.297	5	4.6866	-0.6495	-0.8759	-0.6415	-0.6129	-0.099	-0.2094	-0.1903	-0.297
4	61.215	-0.4042	-0.2139	-0.1239	-0.1667	5	4.7122	0.5267	-0.3893	-0.6548	-0.6499	-0.099	-0.2139	-0.141	-0.1667
