State	Time (s)	Phi (rad)	Del (rad)	dPhi (rad/s)	dDel (rad/s)	v_r (m/s)	v (m/s)	u (Nm)	T (Nm)	Heading (rad)	dHeading (rad/s)	Phi_y (rad)	Del_y (rad)	dPhi_y (rad/s)	dDel_y (rad/s)
4	61.238	-0.407	-0.2136	-0.1365	-0.0245	5	4.7208	0.5406	0.3568	-0.6711	-0.7518	-0.099	-0.2136	-0.1431	-0.0245
4	61.259	-0.4102	-0.2133	-0.1891	-0.0021	5	4.6951	-0.2934	0.1946	-0.6876	-0.7925	-0.099	-0.2133	-0.1977	-0.0021
4	61.281	-0.4145	-0.213	-0.2092	0.0082	5	4.6951	-0.6609	-0.4217	-0.7051	-0.7921	-0.0943	-0.213	-0.2179	0.0082
4	61.303	-0.4191	-0.2133	-0.2322	-0.0048	5	4.7037	-0.9465	-0.7137	-0.7217	-0.7305	-0.1632	-0.2133	-0.2395	-0.0048
4	61.326	-0.4248	-0.2142	-0.2496	-0.0309	5	4.678	-1.5849	-1.2003	-0.7384	-0.7245	-0.0775	-0.2142	-0.2532	-0.0309
4	61.348	-0.43	-0.2188	-0.2244	-0.1915	5	4.6951	-1.1955	-1.33	-0.7541	-0.726	-0.0724	-0.2188	-0.2241	-0.1915
4	61.369	-0.4338	-0.2294	-0.1584	-0.437	5	4.678	-0.3386	-0.4866	-0.7697	-0.7538	-0.0724	-0.2294	-0.1514	-0.437
4	61.39	-0.4362	-0.2324	-0.1233	-0.2124	5	4.7037	0.6585	0.519	-0.7857	-0.755	-0.0724	-0.2324	-0.129	-0.2124
4	61.413	-0.4385	-0.2306	-0.096	-0.0018	5	4.6695	0.4718	0.5839	-0.8029	-0.7353	-0.0724	-0.2306	-0.101	-0.0018
4	61.435	-0.4406	-0.2327	-0.129	-0.0724	5	4.6695	0.2276	0.5839	-0.8183	-0.7391	-0.001	-0.2327	-0.1287	-0.0724
4	61.457	-0.4437	-0.2352	-0.1713	-0.113	5	4.6523	-0.2786	-0.3244	-0.8346	-0.7504	-0.2348	-0.2352	-0.1759	-0.113
4	61.479	-0.4477	-0.2409	-0.22	-0.2382	5	4.6523	-0.4676	-0.5515	-0.8519	-0.7923	-0.0406	-0.2409	-0.2256	-0.2382
4	61.501	-0.4528	-0.2467	-0.2344	-0.2706	5	4.6523	-0.3211	-0.7137	-0.8706	-0.8234	-0.0072	-0.2467	-0.2404	-0.2706
4	61.591	-0.4566	-0.2467	-0.1875	-0.0745	5	4.6523	0.105	-0.4217	-0.8866	-0.8367	-0.0072	-0.2467	-0.1958	-0.0745
4	61.613	-0.4746	-0.2458	-0.1669	-0.0048	5	4.6609	-0.4633	0.7461	-0.9651	-0.8233	-0.331	-0.2458	-0.1746	-0.0048
4	61.635	-0.4784	-0.2512	-0.2102	-0.2815	5	4.6523	-0.9055	-1.2003	-0.9828	-0.7991	-0.0886	-0.2512	-0.2001	-0.2815
4	61.657	-0.4821	-0.2606	-0.1497	-0.2988	5	4.678	0.5812	-0.4542	-1.0008	-0.8343	-0.132	-0.2606	-0.154	-0.2988
4	61.679	-0.4848	-0.257	-0.104	0.0403	5	4.6695	0.7756	0.7137	-1.019	-0.8301	-0.132	-0.257	-0.1105	0.0403
4	61.7	-0.4865	-0.2573	-0.1	0.0055	5	4.6951	1.0385	0.9407	-1.0376	-0.929	-0.132	-0.2573	-0.1061	0.0055
4	61.721	-0.4889	-0.2567	-0.159	0.0206	5	4.6866	0.3156	1.0056	-1.0572	-0.9272	-0.132	-0.2567	-0.1652	0.0206
4	61.744	-0.4923	-0.2561	-0.1815	0.0224	5	4.678	-0.1826	0.3244	-1.079	-0.9377	0.0816	-0.2561	-0.1908	0.0224
4	61.766	-0.4964	-0.2558	-0.2105	0.0018	5	4.6695	-0.7683	-0.1298	-1.0989	-0.9028	-0.3723	-0.2558	-0.2148	0.0018
4	61.788	-0.5005	-0.2567	-0.2119	-0.0285	5	4.7037	-0.4703	-0.3568	-1.1187	-0.8901	0.0136	-0.2567	-0.2192	-0.0285
4	61.809	-0.5043	-0.2576	-0.195	-0.0321	5	4.6951	-0.5429	-0.6488	-1.1375	-0.9011	-0.0532	-0.2576	-0.2026	-0.0321
4	61.832	-0.5082	-0.2591	-0.1827	-0.0676	5	4.7037	-0.4129	-0.8759	-1.1583	-0.8952	-0.0532	-0.2591	-0.1912	-0.0676
4	61.853	-0.5114	-0.2594	-0.1591	-0.0306	5	4.678	-0.6366	-0.6163	-1.1768	-0.8767	-0.0532	-0.2594	-0.1666	-0.0306
4	61.874	-0.5142	-0.2594	-0.1483	-0.007	5	4.6609	-0.8813	-0.9083	-1.1947	-0.843	-0.0532	-0.2594	-0.1579	-0.007
4	61.896	-0.5171	-0.2612	-0.1402	-0.0761	5	4.6695	-0.7462	-1.1354	-1.2131	-0.8309	-0.1379	-0.2612	-0.141	-0.0761
4	61.919	-0.5201	-0.2679	-0.151	-0.2121	5	4.6523	-0.7354	-1.5246	-1.2326	-0.855	-0.0558	-0.2679	-0.1547	-0.2121
5	61.942	-0.5237	-0.273	-0.2359	-0.2373	5	4.6352	-1.3773	-1.0705	-1.2504	-0.8604	0.0348	-0.273	-0.2485	-0.2373
5	61.962	-0.5307	-0.2767	-0.3768	-0.2227	5	4.6267	-1.3773	0	-1.2698	-0.789	-0.3396	-0.2767	-0.3772	-0.2227
5	61.982	-0.5369	-0.2761	-0.3092	-0.043	5	4.6267	-1.3773	0	-1.2871	-0.9169	0.3165	-0.2761	-0.3091	-0.043
5	62.004	-0.5424	-0.2758	-0.2465	-0.0067	5	4.5668	-1.3773	0	-1.3047	-0.845	-0.1684	-0.2758	-0.2426	-0.0067
5	62.025	-0.5479	-0.2761	-0.301	-0.0173	5	4.5412	-1.3773	0	-1.3243	-0.8463	-0.1684	-0.2761	-0.2969	-0.0173
5	62.045	-0.5527	-0.2773	-0.1961	-0.0709	5	4.5839	-1.3773	0	-1.3409	-0.8711	-0.1684	-0.2773	-0.1872	-0.0709
5	62.065	-0.5552	-0.2815	-0.1704	-0.2479	5	4.5839	-1.3773	0	-1.3597	-0.9484	0.0617	-0.2815	-0.1547	-0.2479
5	62.087	-0.5586	-0.2894	-0.2725	-0.2961	5	4.5754	-1.3773	0	-1.3817	-1.0107	0.4678	-0.2894	-0.2803	-0.2961
5	62.163	-0.5595	-0.2912	-0.2997	-0.2961	5	4.5497	-1.3773	0	-1.3856	-0.9759	0.6152	-0.2912	-0.3049	-0.2961
5	62.185	-0.5921	-0.2945	-0.3139	-0.1664	5	4.5497	-1.3773	0	-1.4785	-0.9957	0.6152	-0.2945	-0.2885	-0.1664
5	62.206	-0.5932	-0.303	-0.0818	-0.3652	5	4.5497	-1.3773	0	-1.5015	-1.0878	0.6152	-0.303	-0.0827	-0.3652
5	62.229	-0.5965	-0.3094	-0.2751	-0.2715	5	4.5583	-1.3773	0	-1.5249	-1.0585	0.2801	-0.3094	-0.283	-0.2715
5	62.249	-0.6019	-0.3082	-0.2768	-0.0297	5	4.5839	-1.3773	0	-1.5474	-1.0802	-0.2108	-0.3082	-0.2789	-0.0297
5	62.27	-0.6074	-0.3097	-0.3059	-0.0815	5	4.5754	-1.3773	0	-1.5701	-1.1	-0.0189	-0.3097	-0.3003	-0.0815
5	62.29	-0.6134	-0.3109	-0.4002	-0.0527	5	4.5839	-1.3773	0	-1.5919	-1.1731	-0.0189	-0.3109	-0.3933	-0.0527
5	62.311	-0.6213	-0.3115	-0.372	-0.0418	5	4.6181	-1.3773	0	-1.6175	-1.2308	-0.0189	-0.3115	-0.349	-0.0418
5	62.331	-0.6258	-0.3133	-0.1862	-0.0715	5	4.601	-1.3773	0	-1.6421	-1.2488	-0.0189	-0.3133	-0.1821	-0.0715
5	62.352	-0.6299	-0.3152	-0.3094	-0.0685	5	4.5583	-1.3773	0	-1.6665	-1.1788	-0.118	-0.3152	-0.3158	-0.0685
5	62.373	-0.6364	-0.3179	-0.3526	-0.0833	5	4.5754	-1.3773	0	-1.6892	-1.0415	-0.4289	-0.3179	-0.3511	-0.0833
5	62.394	-0.643	-0.3224	-0.1911	-0.1855	5	4.5497	-1.3773	0	-1.7156	-1.3662	-1.0676	-0.3224	-0.1729	-0.1855
5	62.414	-0.6451	-0.3218	-0.0577	-0.0061	5	4.5326	-1.3773	0	-1.7467	-1.5253	-0.1714	-0.3218	-0.0745	-0.0061
5	62.434	-0.6442	-0.3221	0.0821	0.0082	5	4.5326	-1.3773	0	-1.7733	-1.1457	-0.1714	-0.3221	0.0895	0.0082
5	62.454	-0.6377	-0.3288	0.4451	-0.1609	5	4.5155	-1.3773	0	-1.7981	-1.3392	-0.1714	-0.3288	0.4491	-0.1609
5	62.478	-0.6274	-0.3352	0.338	-0.2558	5	4.4899	-1.3773	0	-1.8275	-1.1579	-0.1714	-0.3352	0.3357	-0.2558
5	62.498	-0.6213	-0.3348	0.222	-0.0464	5	4.4984	-1.3773	0	-1.8523	-1.3083	-0.2716	-0.3348	0.2099	-0.0464
5	62.518	-0.6184	-0.3336	0.0645	0.0527	5	4.4984	-1.3773	0	-1.8771	-1.1594	-0.0063	-0.3336	0.0601	0.0527
5	62.538	-0.6151	-0.3288	0.1802	0.1976	5	4.4471	-1.3773	0	-1.8999	-1.1053	-0.0063	-0.3288	0.1817	0.1976
5	62.56	-0.6105	-0.3267	0.2079	0.0964	5	4.4214	-1.3773	0	-1.9201	-0.9132	-0.4877	-0.3267	0.2158	0.0964
5	62.581	-0.6053	-0.3267	0.1691	0.0255	5	4.4385	-1.3773	0	-1.9388	-0.8716	-0.2002	-0.3267	0.1648	0.0255
5	62.602	-0.6007	-0.3264	0.2235	0.0058	5	4.4557	-1.3773	0	-1.9586	-0.9944	0.0532	-0.3264	0.2238	0.0058
5	62.622	-0.5964	-0.3233	0.1001	0.0755	5	4.4813	-1.3773	0	-1.9793	-0.9966	-0.0037	-0.3233	0.0949	0.0755
5	62.644	-0.5955	-0.3152	-0.104	0.2597	5	4.4728	-1.3773	0	-2.0034	-1.1401	-0.0037	-0.3152	-0.1118	0.2597
5	62.735	-0.5983	-0.3036	-0.2476	0.4685	5	4.4471	-1.3773	0	-2.0244	-1.0501	-0.0037	-0.3036	-0.2492	0.4685
5	62.756	-0.6185	-0.2903	-0.2606	0.0382	5	4.3616	-1.3773	0	-2.1108	-0.905	-0.0647	-0.2903	-0.2608	0.0382
5	62.776	-0.624	-0.2903	-0.3927	0.0109	5	4.353	-1.3773	0	-2.1286	-0.8711	-0.0647	-0.2903	-0.3923	0.0109
5	62.797	-0.6323	-0.2903	-0.4337	0.0039	5	4.3787	-1.3773	0	-2.148	-0.8978	-0.0647	-0.2903	-0.4331	0.0039
5	62.817	-0.6394	-0.2909	-0.3748	-0.0173	5	4.353	-1.3773	0	-2.1653	-0.857	-0.0647	-0.2909	-0.3691	-0.0173
5	62.837	-0.645	-0.2912	-0.3202	-0.013	5	4.3445	-1.3773	0	-2.1831	-0.8829	-0.1361	-0.2912	-0.3225	-0.013
5	62.858	-0.6515	-0.293	-0.3413	-0.0706	5	4.3103	-1.3773	0	-2.201	-0.9056	-0.6244	-0.293	-0.3343	-0.0706
5	62.88	-0.6582	-0.2952	-0.316	-0.1033	5	4.2932	-1.3773	0	-2.2243	-1.0919	-0.3029	-0.2952	-0.3124	-0.1033
5	62.901	-0.6627	-0.2955	-0.1902	-0.0348	5	4.2761	-1.3773	0	-2.247	-1.2135	-0.2071	-0.2955	-0.1776	-0.0348
5	62.923	-0.6651	-0.2955	-0.1079	-0.0112	5	4.2675	-1.3773	0	-2.2739	-1.1732	-0.2071	-0.2955	-0.1056	-0.0112
5	62.943	-0.6638	-0.2976	0.0824	-0.0755	5	4.2761	-1.3773	0	-2.2963	-1.1255	-0.2071	-0.2976	0.0777	-0.0755
5	62.964	-0.6606	-0.3073	0.1384	-0.3736	5	4.2675	-1.3773	0	-2.3197	-1.1029	-0.2071	-0.3073	0.1354	-0.3736
5	62.984	-0.6576	-0.3185	0.0405	-0.5048	5	4.2761	-1.3773	0	-2.3406	-0.98	-0.194	-0.3185	0.0304	-0.5048
5	63.004	-0.6566	-0.3245	0.0539	-0.3576	5	4.2846	-1.3773	0	-2.3616	-1.1339	-0.194	-0.3245	0.0606	-0.3576
5	63.024	-0.6543	-0.3273	0.0834	-0.207	5	4.2761	-1.3773	0	-2.3822	-0.9607	-0.194	-0.3273	0.0836	-0.207
5	63.045	-0.6509	-0.3303	0.168	-0.1048	5	4.3017	-1.3773	0	-2.4026	-0.9695	-0.194	-0.3303	0.159	-0.1048
5	63.066	-0.6475	-0.3303	0.052	-0.0048	5	4.2761	-1.3773	0	-2.4217	-0.9446	-0.1963	-0.3303	0.0382	-0.0048
5	63.087	-0.6454	-0.3288	0.0954	0.0342	5	4.2932	-1.3773	0	-2.4419	-0.9854	-0.1051	-0.3288	0.0946	0.0342
5	63.107	-0.6433	-0.3279	0.0077	0.0418	5	4.259	-1.3773	0	-2.4625	-0.9561	-0.2131	-0.3279	0.0037	0.0418
5	63.129	-0.6435	-0.3252	-0.0949	0.1161	5	4.2761	-1.3773	0	-2.4843	-1.0121	-0.4043	-0.3252	-0.1048	0.1161
5	63.149	-0.6472	-0.3194	-0.2778	0.2288	5	4.2761	-1.3773	0	-2.5037	-1.0553	-0.4043	-0.3194	-0.282	0.2288
5	63.17	-0.6523	-0.3152	-0.2519	0.22	5	4.259	-1.3773	0	-2.5292	-1.1692	-0.4043	-0.3152	-0.255	0.22
5	63.19	-0.6574	-0.3097	-0.2785	0.2536	5	4.2504	-1.3773	0	-2.5512	-1.0814	-0.4043	-0.3097	-0.2824	0.2536
5	63.212	-0.6621	-0.3045	-0.2862	0.2576	5	4.2162	-1.3773	0	-2.5745	-1.1034	-0.4043	-0.3045	-0.2893	0.2576
5	63.232	-0.6674	-0.3045	-0.2428	0.0773	5	4.182	-1.3773	0	-2.5968	-1.0494	-0.7853	-0.3045	-0.2462	0.0773
5	63.306	-0.6679	-0.3045	-0.2195	0.0773	5	4.1991	-1.3773	0	-2.5989	-1.0506	-0.7692	-0.3045	-0.2113	0.0773
5	63.328	-0.6807	-0.3236	-0.0343	-0.3418	5	4.1221	-1.3773	0	-2.693	-0.9442	-0.0659	-0.3236	-0.0319	-0.3418
5	63.35	-0.6799	-0.3288	0.0287	-0.283	5	4.105	-1.3773	0	-2.713	-0.9716	-0.2186	-0.3288	0.0249	-0.283
5	63.37	-0.6775	-0.3327	0.1375	-0.2142	5	4.0965	-1.3773	0	-2.735	-1.087	-0.3067	-0.3327	0.1391	-0.2142
5	63.391	-0.6732	-0.3352	0.1241	-0.1491	5	4.105	-1.3773	0	-2.7583	-1.0722	0.066	-0.3352	0.1199	-0.1491
5	63.412	-0.6699	-0.3348	0.0422	-0.0324	5	4.0879	-1.3773	0	-2.7801	-1.06	0.066	-0.3348	0.0382	-0.0324
5	63.435	-0.6696	-0.3345	-0.1416	0.003	5	4.105	-1.3773	0	-2.8053	-1.0692	0.066	-0.3345	-0.1459	0.003
5	63.455	-0.6712	-0.3315	-0.1618	0.1036	5	4.0965	-1.3773	0	-2.8256	-1.0741	-0.0648	-0.3315	-0.1635	0.1036
5	63.475	-0.6743	-0.3267	-0.2119	0.2033	5	4.0794	-1.3773	0	-2.847	-1	-0.3673	-0.3267	-0.2128	0.2033
5	63.496	-0.6786	-0.3215	-0.2272	0.2476	5	4.0366	-1.3773	0	-2.8666	-0.942	-0.1144	-0.3215	-0.2242	0.2476
5	63.517	-0.6819	-0.3191	-0.1227	0.087	5	4.0623	-1.3773	0	-2.8891	-1.0776	-0.2196	-0.3191	-0.1007	0.087
5	63.538	-0.6814	-0.3188	0.0273	0.0397	5	4.0366	-1.3773	0	-2.9116	-1.0834	-0.2196	-0.3188	0.0237	0.0397
5	63.56	-0.6808	-0.3188	-0.0796	0.0121	5	4.028	-1.3773	0	-2.9335	-0.9212	-0.2196	-0.3188	-0.0801	0.0121
5	63.582	-0.6815	-0.3197	-0.0747	-0.0267	5	4.0109	-1.3773	0	-2.9555	-1.0901	-0.2196	-0.3197	-0.0729	-0.0267
5	63.603	-0.6822	-0.3194	-0.0421	0.0009	5	4.0195	-1.3773	0	-2.9773	-0.9823	-0.3052	-0.3194	-0.0415	0.0009
5	63.624	-0.6833	-0.3194	-0.1018	0.0003	5	3.9853	-1.3773	0	-2.9967	-0.9594	-0.9096	-0.3194	-0.1013	0.0003
5	63.644	-0.6847	-0.3194	-0.0725	0.0052	5	3.9596	-1.3773	0	-3.0187	-1.0463	-0.1718	-0.3194	-0.0647	0.0052
5	63.664	-0.6843	-0.3194	0.053	0.0018	5	3.9596	-1.3773	0	-3.0394	-1.0691	-0.2453	-0.3194	0.0601	0.0018
5	63.685	-0.6806	-0.3191	0.1622	0.0006	5	3.9682	-1.3773	0	-3.061	-0.9962	-0.2453	-0.3191	0.1546	0.0006
5	63.706	-0.6768	-0.3194	0.1139	-0.013	5	3.9596	-1.3773	0	-3.0828	-1.059	-0.2453	-0.3194	0.1119	-0.013
5	63.726	-0.6755	-0.3194	-0.0436	-0.0033	5	3.9596	-1.3773	0	-3.1023	-0.9378	-0.1691	-0.3194	-0.0455	-0.0033
5	63.746	-0.6765	-0.3194	-0.1094	0.0064	5	3.9596	-1.3773	0	-3.1215	-0.9672	-0.304	-0.3194	-0.1133	0.0064
5	63.768	-0.679	-0.3191	-0.1852	0.007	5	3.9425	-1.3773	0	-3.1424	-0.9252	-0.1427	-0.3191	-0.185	0.007
5	63.788	-0.6816	-0.3191	-0.1578	0.0012	5	3.9425	-1.3773	0	-3.1605	-0.9071	0.0639	-0.3191	-0.1494	0.0012
5	63.877	-0.6825	-0.3191	-0.0709	-0.0033	5	3.9254	-1.3773	0	-3.1775	-1.0701	0.0639	-0.3191	-0.065	-0.0033
5	63.897	-0.6902	-0.3182	-0.1895	-0.0039	5	3.9169	-1.3773	0	-3.2666	-0.8691	-0.6817	-0.3182	-0.1887	-0.0039
5	63.918	-0.6942	-0.3185	-0.175	-0.0115	5	3.8827	-1.3773	0	-3.2866	-1.0153	-0.6817	-0.3185	-0.172	-0.0115
5	63.939	-0.6949	-0.3188	0.0316	-0.0167	5	3.8741	-1.3773	0	-3.3103	-1.0818	-0.6817	-0.3188	0.0292	-0.0167
5	63.959	-0.6937	-0.3188	0.0831	-0.0124	5	3.8827	-1.3773	0	-3.3299	-0.9642	-0.6817	-0.3188	0.0782	-0.0124
5	63.98	-0.6924	-0.3194	0.0458	-0.0142	5	3.8656	-1.3773	0	-3.3509	-1.0443	-0.6817	-0.3194	0.0421	-0.0142
5	64.002	-0.6919	-0.3188	0.0449	0.0158	5	3.857	-1.3773	0	-3.3715	-1.0006	-0.8633	-0.3188	0.0558	0.0158
5	64.022	-0.69	-0.3188	0.0292	0.0082	5	3.8656	-1.3773	0	-3.3937	-1.0128	0.3591	-0.3188	0.0279	0.0082
5	64.043	-0.6895	-0.3182	0.0612	0.0285	5	3.857	-1.3773	0	-3.4134	-1.0042	-0.6712	-0.3182	0.0622	0.0285
5	64.063	-0.6868	-0.3176	0.1032	0.0176	5	3.8485	-1.3773	0	-3.4332	-0.9775	-0.3013	-0.3176	0.1047	0.0176
5	64.085	-0.6828	-0.3176	0.1752	0.0103	5	3.8142	-1.3773	0	-3.456	-0.9781	-0.3013	-0.3176	0.1778	0.0103
5	64.105	-0.6796	-0.3176	0.0707	0.0055	5	3.8399	-1.3773	0	-3.4744	-0.9103	-0.3013	-0.3176	0.0712	0.0055
5	64.126	-0.6785	-0.3176	-0.0311	0.0009	5	3.8228	-1.3773	0	-3.4938	-0.8988	-0.1887	-0.3176	-0.0369	0.0009
5	64.147	-0.6787	-0.3176	-0.0813	-0.0048	5	3.8142	-1.3773	0	-3.5118	-0.8425	-0.2621	-0.3176	-0.0825	-0.0048
5	64.169	-0.6795	-0.3176	-0.0735	0	5	3.8057	-1.3773	0	-3.5295	-0.831	-0.1995	-0.3176	-0.0745	0
5	64.189	-0.6807	-0.3182	-0.1082	-0.0221	5	3.7886	-1.3773	0	-3.5465	-0.8157	0.0455	-0.3182	-0.1083	-0.0221
5	64.211	-0.6808	-0.3182	-0.0349	-0.0082	5	3.78	-1.3773	0	-3.567	-1.0003	-0.1769	-0.3182	-0.038	-0.0082
5	64.232	-0.6812	-0.3182	-0.1053	0.0039	5	3.7629	-1.3773	0	-3.5862	-0.8566	-0.1769	-0.3182	-0.1142	0.0039
5	64.253	-0.683	-0.3182	-0.126	-0.0009	5	3.78	-1.3773	0	-3.6059	-1.0438	-0.1769	-0.3182	-0.1264	-0.0009
5	64.274	-0.6851	-0.3182	-0.177	0.0024	5	3.7544	-1.3773	0	-3.6268	-0.9153	-0.494	-0.3182	-0.1741	0.0024
5	64.295	-0.6871	-0.3191	-0.044	-0.0209	5	3.7287	-1.3773	0	-3.6463	-1.0316	-0.4048	-0.3191	-0.0393	-0.0209
5	64.315	-0.6878	-0.3194	-0.0787	-0.0233	5	3.7458	-1.3773	0	-3.6678	-0.9961	-0.504	-0.3194	-0.073	-0.0233
5	64.339	-0.6883	-0.3191	-0.0486	-0.0079	5	3.7287	-1.3773	0	-3.6909	-1.0192	-0.2131	-0.3191	-0.0519	-0.0079
5	64.36	-0.6894	-0.3191	-0.0955	0.0064	5	3.6774	-1.3773	0	-3.711	-0.8848	-0.2131	-0.3191	-0.0931	0.0064
5	64.449	-0.6896	-0.3191	-0.0757	-0.0048	5	3.6518	-1.3773	0	-3.7271	-0.9296	-0.2131	-0.3191	-0.0793	-0.0048
5	64.47	-0.693	-0.3188	-0.0307	0.0039	5	3.6175	-1.3773	0	-3.8208	-0.971	-0.2131	-0.3188	-0.0223	0.0039
5	64.493	-0.6896	-0.3185	0.1713	0.0091	5	3.6432	-1.3773	0	-3.8443	-1.0252	-0.2131	-0.3185	0.1681	0.0091
5	64.515	-0.6843	-0.3191	0.2018	-0.0191	5	3.6261	-1.3773	0	-3.8664	-1.0303	-0.2131	-0.3191	0.2051	-0.0191
5	64.535	-0.6801	-0.3188	0.0583	0.0082	5	3.6261	-1.3773	0	-3.886	-0.956	0.1951	-0.3188	0.0472	0.0082
5	64.556	-0.6803	-0.3194	-0.1751	-0.0209	5	3.6346	-1.3773	0	-3.9056	-0.9263	0.1951	-0.3194	-0.1711	-0.0209
5	64.577	-0.6824	-0.3203	-0.1855	-0.0285	5	3.6432	-1.3773	0	-3.923	-0.7249	-0.02	-0.3203	-0.1868	-0.0285
5	64.599	-0.6823	-0.323	0.0728	-0.1421	5	3.6261	-1.3773	0	-3.941	-1.1085	-0.341	-0.323	0.0971	-0.1421
5	64.619	-0.6772	-0.3224	0.066	0.0952	5	3.6261	-1.3773	0	-3.962	-0.8429	0.9434	-0.3224	0.036	0.0952
5	64.639	-0.6782	-0.317	-0.0659	0.1694	5	3.6346	-1.3773	0	-3.9793	-0.926	-1.0624	-0.317	-0.0561	0.1694
5	64.66	-0.6785	-0.3164	-0.1142	0.0639	5	3.5833	-1.3773	0	-4.0001	-0.9983	-0.1079	-0.3164	-0.1142	0.0639
5	64.682	-0.6775	-0.3103	0.0968	0.1945	5	3.5833	-1.3773	0	-4.0216	-1.003	-0.1079	-0.3103	0.1004	0.1945
5	64.703	-0.6748	-0.3091	-0.0386	0.1373	5	3.609	-1.3773	0	-4.0432	-0.9254	-0.1079	-0.3091	-0.0471	0.1373
5	64.723	-0.6757	-0.3118	-0.0559	-0.0467	5	3.5662	-1.3773	0	-4.0606	-1.011	-0.2952	-0.3118	-0.0442	-0.0467
5	64.744	-0.675	-0.3191	-0.0128	-0.2548	5	3.5662	-1.3773	0	-4.0817	-0.8785	-0.207	-0.3191	-0.0008	-0.2548
5	64.765	-0.6732	-0.3188	0.0916	-0.1224	5	3.5662	-1.3773	0	-4.1006	-0.9528	-0.1041	-0.3188	0.0853	-0.1224
5	64.786	-0.6716	-0.3179	-0.0773	0.0252	5	3.5235	-1.3773	0	-4.1207	-0.9002	-0.0494	-0.3179	-0.0811	0.0252
5	64.806	-0.6725	-0.3182	-0.1361	-0.0076	5	3.4978	-1.3773	0	-4.1369	-0.7709	-0.0494	-0.3182	-0.1362	-0.0076
5	64.829	-0.6729	-0.3224	-0.0273	-0.2409	5	3.4893	-1.3773	0	-4.1553	-0.8674	-0.0494	-0.3224	0.0064	-0.2409
5	64.851	-0.6694	-0.3297	0.1904	-0.2827	5	3.4636	-1.3773	0	-4.1747	-0.9298	-0.36	-0.3297	0.1947	-0.2827
5	64.871	-0.6643	-0.3333	0.1649	-0.2079	5	3.4465	-1.3773	0	-4.1929	-0.8057	0.0184	-0.3333	0.1664	-0.2079
5	64.892	-0.6603	-0.3385	0.0812	-0.1794	5	3.4379	-1.3773	0	-4.2104	-0.8834	0.0113	-0.3385	0.0745	-0.1794
5	64.915	-0.6583	-0.3391	-0.0789	-0.0842	5	3.4465	-1.3773	0	-4.2304	-0.9119	0.0113	-0.3391	-0.0815	-0.0842
5	64.937	-0.6597	-0.3376	-0.2283	0.0136	5	3.4208	-1.3773	0	-4.2508	-0.9263	0.0113	-0.3376	-0.2359	0.0136
5	65.022	-0.6628	-0.3361	-0.3379	0.1182	5	3.3781	-1.3773	0	-4.263	-0.8591	-0.0317	-0.3361	-0.3445	0.1182
5	65.043	-0.6771	-0.333	0.2167	-0.0436	5	3.284	-1.3773	0	-4.3554	-1.1622	-0.0317	-0.333	0.2238	-0.0436
5	65.064	-0.6698	-0.3358	0.2805	-0.1055	5	3.2755	-1.3773	0	-4.3789	-1.0787	-0.0317	-0.3358	0.2785	-0.1055
5	65.085	-0.6636	-0.34	0.0961	-0.2	5	3.2413	-1.3773	0	-4.4006	-1.0009	-0.0317	-0.34	0.0844	-0.2
5	65.106	-0.6638	-0.3479	-0.1877	-0.3536	5	3.2413	-1.3773	0	-4.4182	-0.8241	-0.3512	-0.3479	-0.1952	-0.3536
5	65.126	-0.6682	-0.3548	-0.3339	-0.32	5	3.2241	-1.3773	0	-4.433	-0.6329	-0.8974	-0.3548	-0.3346	-0.32
5	65.148	-0.6746	-0.3561	-0.1173	-0.0597	5	3.1985	-1.3773	0	-4.4493	-0.8428	-0.8659	-0.3561	-0.1196	-0.0597
5	65.168	-0.6742	-0.3555	0.0935	0.0267	5	3.1899	-1.3773	0	-4.4682	-0.9791	-0.4008	-0.3555	0.0916	0.0267
5	65.189	-0.67	-0.3545	0.1557	0.0118	5	3.1814	-1.3773	0	-4.4881	-0.9277	-0.4008	-0.3545	0.1596	0.0118
5	65.209	-0.6652	-0.3542	0.2018	0.0179	5	3.2241	-1.3773	0	-4.5092	-1.0895	-0.4008	-0.3542	0.1963	0.0179
5	65.232	-0.6627	-0.3512	0.039	0.1079	5	3.2156	-1.3773	0	-4.5304	-1.0257	-0.4008	-0.3512	0.0383	0.1079
5	65.252	-0.6616	-0.347	-0.0355	0.1842	5	3.1985	-1.3773	0	-4.552	-0.9833	-0.8423	-0.347	-0.0402	0.1842
5	65.272	-0.6628	-0.3427	-0.1918	0.2042	5	3.207	-1.3773	0	-4.5705	-0.8815	-0.419	-0.3427	-0.1951	0.2042
5	65.293	-0.6662	-0.3382	-0.1829	0.2227	5	3.1814	-1.3773	0	-4.5873	-0.7622	-0.3043	-0.3382	-0.1795	0.2227
5	65.316	-0.6677	-0.3391	-0.0424	0.0218	5	3.1557	-1.3773	0	-4.604	-0.7898	-0.3043	-0.3391	-0.0358	0.0218
5	65.337	-0.6669	-0.3385	-0.0135	0.03	5	3.1557	-1.3773	0	-4.6219	-0.8031	-0.3043	-0.3385	-0.0151	0.03
5	65.359	-0.6658	-0.3391	0.0261	0.0073	5	3.1215	-1.3773	0	-4.64	-0.882	-0.2945	-0.3391	0.0268	0.0073
