State	Time (s)	Phi (rad)	Del (rad)	dPhi (rad/s)	dDel (rad/s)	v_r (m/s)	v (m/s)	u (Nm)	T (Nm)	Heading (rad)	dHeading (rad/s)	Phi_y (rad)	Del_y (rad)	dPhi_y (rad/s)	dDel_y (rad/s)
3	41.728	0.0073	0.017	-0.02	-0.0085	5	3.2755	0	-1.9464	-0.0413	0.092	-0.2128	0.017	-0.0179	-0.0085
3	41.75	0.0068	0.017	-0.0316	-0.0012	5	3.2413	0	-1.9788	-0.0388	0.1274	0.0961	0.017	-0.0288	-0.0012
3	41.77	0.0068	0.017	-0.018	-0.0015	5	3.361	0	-1.9788	-0.0363	0.1193	0.0961	0.017	-0.0223	-0.0015
3	41.791	0.006	0.017	-0.0273	-0.0003	5	3.361	0	-2.0112	-0.0339	0.118	-0.0985	0.017	-0.0306	-0.0003
3	41.812	0.0049	0.017	-0.0378	0	5	3.3353	0	-2.0437	-0.0311	0.1266	-0.1572	0.017	-0.0384	0
3	41.834	0.0037	0.017	0.0093	0	5	3.4294	0	-2.0437	-0.0292	0.0805	0.2015	0.017	0.011	0
3	41.854	0.0037	0.017	0.0147	-0.0048	5	3.4379	0	-1.9788	-0.0272	0.0822	-0.2452	0.017	0.0163	-0.0048
3	41.875	0.0051	0.0164	-0.0194	-0.0318	5	3.4722	0	-1.8815	-0.0253	0.1235	-0.0853	0.0164	-0.0177	-0.0318
3	41.896	0.0053	0.0152	-0.015	-0.0655	5	3.5149	0	-1.4598	-0.0227	0.1142	0.2513	0.0152	-0.0109	-0.0655
3	41.987	0.0064	0.013	-0.0092	-0.09	5	3.5577	0	-1.622	-0.0205	0.089	0.097	0.013	-0.012	-0.09
4	42.008	0.0064	0.0124	-0.0247	0.0094	5	3.7287	0	-2.0112	-0.0127	0.1085	0.1205	0.0124	-0.0312	0.0094
4	42.03	0.008	0.0176	-0.0309	0.1685	5	3.7715	-0.6835	-0.6488	-0.0093	0.094	0.1205	0.0176	-0.0328	0.1685
4	42.05	0.0068	0.0176	-0.0231	0.0503	5	3.7629	-0.8241	-0.8434	-0.0075	0.0796	-0.0139	0.0176	-0.0229	0.0503
4	42.071	0.0067	0.0176	-0.019	0.0073	5	3.7715	-0.8592	-0.9083	-0.0052	0.128	0.2625	0.0176	-0.0197	0.0073
4	42.093	0.0057	0.0173	0.0273	-0.0027	5	3.8741	-0.6485	-0.8434	-0.0022	0.1132	0.1827	0.0173	0.0336	-0.0027
4	42.113	0.0062	0.0173	0.0111	-0.0006	5	3.8912	-0.7255	-0.6163	0.0002	0.1384	-0.0561	0.0173	0.0161	-0.0006
4	42.135	0.0062	0.0164	-0.0292	-0.0255	5	3.9254	-0.9492	-0.7461	0.003	0.1395	0.1433	0.0164	-0.0326	-0.0255
4	42.158	0.0052	0.0152	-0.019	-0.0497	5	3.9425	-0.8994	-1.0381	0.007	0.1611	0.1433	0.0152	-0.0155	-0.0497
4	42.178	0.0058	0.0155	0.0025	-0.0067	5	3.9938	-0.7286	-0.6488	0.0092	0.1086	-0.1256	0.0155	-0.0084	-0.0067
4	42.2	0.0062	0.0158	-0.053	0.0136	5	4.0195	-0.9898	-0.811	0.0115	0.0969	-0.3632	0.0158	-0.0554	0.0136
4	42.222	0.0053	0.0158	-0.0566	0.0039	5	4.028	-1.0595	-1.0705	0.0145	0.1745	-0.0211	0.0158	-0.0553	0.0039
4	42.243	0.0042	0.0155	0.0355	-0.0209	5	4.0794	-0.6835	-0.9083	0.0179	0.1472	-0.0703	0.0155	0.0354	-0.0209
4	42.265	0.0052	0.0161	-0.0143	0.0088	5	4.1221	-0.8801	-0.6163	0.0209	0.1339	-0.0703	0.0161	-0.0186	0.0088
4	42.287	0.0046	0.0155	-0.0587	-0.0197	5	4.1221	-1.1236	-0.9407	0.0238	0.1264	0.1327	0.0155	-0.0549	-0.0197
4	42.309	0.0035	0.0148	-0.0286	-0.0191	5	4.1221	-0.9837	-1.0705	0.0266	0.151	0.1428	0.0148	-0.0281	-0.0191
4	42.33	0.0031	0.0148	-0.019	-0.0082	5	4.1478	-0.9366	-0.9732	0.0301	0.1423	-0.0898	0.0148	-0.0191	-0.0082
4	42.35	0.0026	0.0148	-0.0617	-0.0018	5	4.2761	-1.1342	-1.0705	0.0325	0.1113	-0.0746	0.0148	-0.0626	-0.0018
4	42.372	0.0015	0.0152	-0.0709	0.0164	5	4.2761	-1.187	-1.1354	0.0346	0.1013	-0.1935	0.0152	-0.072	0.0164
4	42.394	0	0.0155	-0.0809	0.0058	5	4.2846	-1.3181	-1.2327	0.0369	0.1053	-0.1935	0.0155	-0.0838	0.0058
4	42.417	-0.0017	0.0148	-0.0993	-0.02	5	4.2932	-1.4642	-1.2976	0.0397	0.1367	-0.0838	0.0148	-0.1	-0.02
4	42.439	-0.0036	0.0124	-0.0219	-0.0945	5	4.3359	-1.2518	-1.3625	0.0424	0.1169	-0.1665	0.0124	-0.0195	-0.0945
4	42.459	-0.0037	0.0121	-0.0041	-0.033	5	4.353	-1.0295	-1.1029	0.0449	0.1218	0.1929	0.0121	-0.0019	-0.033
4	42.479	-0.0041	0.0118	-0.0406	-0.0212	5	4.3787	-1.1264	-1.1354	0.0475	0.1244	0.0334	0.0118	-0.043	-0.0212
4	42.56	-0.0046	0.0118	-0.0315	-0.02	5	4.3872	-1.106	-1.1029	0.0487	0.1209	0.1608	0.0118	-0.0281	-0.02
4	42.582	-0.0079	0.0109	-0.0465	0.0015	5	4.4642	-1.1439	-1.2003	0.0611	0.1321	-0.0188	0.0109	-0.0452	0.0015
4	42.602	-0.0092	0.0112	-0.0828	0.003	5	4.4813	-1.3112	-1.2003	0.0636	0.1174	0.0044	0.0112	-0.0847	0.003
4	42.622	-0.0111	0.0112	-0.1014	0.0033	5	4.4728	-1.4294	-1.3625	0.0658	0.1072	-0.1674	0.0112	-0.1005	0.0033
4	42.645	-0.0132	0.0112	-0.1001	-0.0006	5	4.4984	-1.4964	-1.3949	0.0684	0.1122	0.0636	0.0112	-0.0985	-0.0006
4	42.667	-0.0155	0.01	-0.1159	-0.0406	5	4.507	-1.6339	-1.4922	0.0706	0.1054	0.0636	0.01	-0.1156	-0.0406
4	42.689	-0.0177	0.0076	-0.0952	-0.0985	5	4.5412	-1.6261	-1.622	0.0729	0.1007	0.0636	0.0076	-0.0938	-0.0985
4	42.711	-0.0195	0.0067	-0.0772	-0.0542	5	4.5839	-1.4351	-1.5246	0.0749	0.0959	-0.0014	0.0067	-0.0778	-0.0542
4	42.732	-0.0209	0.0064	-0.0743	-0.027	5	4.6096	-1.3635	-1.3625	0.0773	0.1212	-0.0866	0.0064	-0.0785	-0.027
4	42.754	-0.0228	0.0042	-0.0738	-0.1042	5	4.5839	-1.4978	-1.4273	0.08	0.1097	0.0566	0.0042	-0.0717	-0.1042
4	42.774	-0.0245	-0.0009	-0.0747	-0.2188	5	4.5839	-1.5161	-1.5571	0.082	0.1044	0.1936	-0.0009	-0.072	-0.2188
4	42.794	-0.0261	-0.0055	-0.082	-0.2076	5	4.601	-1.2237	-1.4273	0.084	0.091	-0.0163	-0.0055	-0.0829	-0.2076
4	42.815	-0.0277	-0.0058	-0.0956	-0.0621	5	4.5839	-0.8709	-0.9407	0.0854	0.0661	0.0377	-0.0058	-0.0972	-0.0621
4	42.837	-0.03	-0.0055	-0.119	0.0003	5	4.6096	-0.8232	-0.811	0.0863	0.0202	0.0377	-0.0055	-0.1221	0.0003
4	42.858	-0.0327	-0.0045	-0.1258	0.0373	5	4.6181	-0.8725	-0.8759	0.0867	0.0156	0.0377	-0.0045	-0.1265	0.0373
4	42.878	-0.0352	-0.0039	-0.1446	0.0212	5	4.6695	-1.0368	-0.9083	0.087	0.0301	0.0377	-0.0039	-0.1461	0.0212
4	42.899	-0.0382	-0.0045	-0.1409	-0.01	5	4.6609	-1.1785	-1.1029	0.0877	0.0339	-0.1071	-0.0045	-0.1415	-0.01
4	42.919	-0.0406	-0.0058	-0.1111	-0.0576	5	4.6523	-1.2452	-1.1678	0.0885	0.0402	-0.222	-0.0058	-0.1095	-0.0576
4	42.941	-0.0427	-0.0079	-0.0831	-0.0948	5	4.6352	-1.21	-1.2327	0.0893	0.0368	-0.0365	-0.0079	-0.0846	-0.0948
4	42.961	-0.0443	-0.0097	-0.0775	-0.0836	5	4.6181	-1.0915	-1.2003	0.0902	0.0469	0.1048	-0.0097	-0.0774	-0.0836
4	42.984	-0.0461	-0.0115	-0.0708	-0.0979	5	4.6181	-1.0406	-1.0381	0.0914	0.0495	-0.0261	-0.0115	-0.0681	-0.0979
4	43.006	-0.0476	-0.0164	-0.0362	-0.1176	5	4.6096	-0.7128	-0.8759	0.0925	0.0433	-0.0261	-0.0164	-0.0417	-0.1176
4	43.028	-0.0484	-0.0164	-0.0557	-0.0348	5	4.6267	-0.5305	-0.6488	0.0929	0.0208	0.0042	-0.0164	-0.0658	-0.0348
4	43.048	-0.0505	-0.0164	-0.1394	-0.0112	5	4.6695	-0.6782	-0.5515	0.0933	0.0039	-0.2733	-0.0164	-0.1445	-0.0112
4	43.132	-0.0524	-0.0164	-0.1482	-0.0103	5	4.6609	-0.7647	-0.7137	0.0931	-0.0147	0.0672	-0.0164	-0.148	-0.0103
4	43.154	-0.0623	-0.0215	-0.0597	-0.0727	5	4.7122	-0.6212	-0.7137	0.092	-0.0304	0.0672	-0.0215	-0.06	-0.0727
4	43.176	-0.0639	-0.0224	-0.0861	-0.0476	5	4.6866	-0.6089	-0.519	0.0914	-0.0172	-0.1139	-0.0224	-0.0874	-0.0476
4	43.196	-0.0656	-0.0245	-0.069	-0.0788	5	4.7037	-0.5448	-0.519	0.0908	-0.0292	0.3878	-0.0245	-0.0641	-0.0788
4	43.217	-0.067	-0.027	-0.0537	-0.0961	5	4.678	-0.4557	-0.5515	0.0911	0.0151	-0.2235	-0.027	-0.0553	-0.0961
4	43.237	-0.0684	-0.0294	-0.1023	-0.1424	5	4.6695	-0.5834	-0.3893	0.0911	0.0038	0.0484	-0.0294	-0.0971	-0.1424
4	43.259	-0.0708	-0.0336	-0.0783	-0.1958	5	4.7037	-0.4158	-0.4542	0.0911	-0.0128	0.0301	-0.0336	-0.0705	-0.1958
4	43.281	-0.0717	-0.0355	-0.0377	-0.0736	5	4.7037	0.1623	-0.0649	0.09	-0.0673	0.0301	-0.0355	-0.0426	-0.0736
4	43.304	-0.0733	-0.0352	-0.1121	-0.0045	5	4.678	0.1049	0.1946	0.0887	-0.0707	0.0301	-0.0352	-0.1173	-0.0045
4	43.326	-0.0757	-0.0336	-0.1287	0.0364	5	4.6866	0.0247	0.0649	0.0864	-0.0919	-0.0099	-0.0336	-0.1313	0.0364
4	43.346	-0.0781	-0.0306	-0.1264	0.1285	5	4.7379	0.1172	0.0324	0.0847	-0.0901	-0.0253	-0.0306	-0.1308	0.1285
4	43.366	-0.0807	-0.0318	-0.1292	0.0088	5	4.7293	-0.2726	-0.0973	0.083	-0.0758	0.1048	-0.0318	-0.1302	0.0088
4	43.387	-0.0832	-0.0342	-0.0982	-0.1258	5	4.7037	-0.5667	-0.3893	0.0816	-0.0677	0.0107	-0.0342	-0.0867	-0.1258
4	43.409	-0.0848	-0.0376	-0.0406	-0.1045	5	4.7122	-0.166	-0.3568	0.0803	-0.0579	-0.0404	-0.0376	-0.0399	-0.1045
4	43.431	-0.0852	-0.0373	-0.0111	-0.0161	5	4.7122	0.1425	-0.0649	0.0789	-0.0655	-0.1355	-0.0373	-0.0114	-0.0161
4	43.453	-0.0857	-0.037	-0.0201	0.0085	5	4.7037	0.1502	0.1298	0.0778	-0.0354	-0.1355	-0.037	-0.0218	0.0085
4	43.476	-0.0864	-0.037	-0.0516	0.0024	5	4.6951	0.03	0.1622	0.0769	-0.0443	-0.1355	-0.037	-0.0532	0.0024
4	43.496	-0.088	-0.0373	-0.0974	-0.0024	5	4.7379	-0.0392	0	0.0758	-0.0697	-0.0276	-0.0373	-0.0991	-0.0024
4	43.518	-0.0906	-0.0373	-0.1284	-0.0024	5	4.6951	-0.2588	-0.1622	0.0741	-0.0765	0.1786	-0.0373	-0.1276	-0.0024
4	43.538	-0.0931	-0.0373	-0.1095	-0.003	5	4.7037	-0.2771	-0.2271	0.0722	-0.1064	0.04	-0.0373	-0.1089	-0.003
4	43.559	-0.0951	-0.0373	-0.0929	-0.0009	5	4.7122	-0.2803	-0.292	0.0701	-0.1001	-0.1379	-0.0373	-0.0947	-0.0009
4	43.581	-0.0971	-0.0364	-0.0874	0.0276	5	4.7122	-0.3042	-0.3568	0.0677	-0.1028	-0.1379	-0.0364	-0.0903	0.0276
4	43.603	-0.099	-0.0364	-0.0756	0.0127	5	4.7122	-0.3817	-0.3568	0.0654	-0.1012	-0.1379	-0.0364	-0.0736	0.0127
4	43.625	-0.1008	-0.037	-0.0886	-0.0161	5	4.7379	-0.4659	-0.4866	0.0634	-0.0802	-0.1379	-0.037	-0.0899	-0.0161
4	43.703	-0.1014	-0.0376	-0.0819	-0.0342	5	4.7293	-0.4973	-0.4866	0.063	-0.0609	-0.2501	-0.0376	-0.0822	-0.0342
4	43.725	-0.1081	-0.0485	-0.0831	-0.0655	5	4.7208	-0.005	-0.1622	0.0554	-0.1142	0.0471	-0.0485	-0.0852	-0.0655
4	43.747	-0.1104	-0.047	-0.1158	0.0327	5	4.7208	0.0574	0.1946	0.0525	-0.1471	0.0471	-0.047	-0.1193	0.0327
4	43.769	-0.113	-0.0464	-0.1237	0.0318	5	4.7379	-0.0457	0	0.049	-0.1579	0.0125	-0.0464	-0.1232	0.0318
4	43.79	-0.1155	-0.0448	-0.1004	0.0582	5	4.7721	-0.0262	-0.0973	0.0459	-0.1465	0.0216	-0.0448	-0.0994	0.0582
4	43.812	-0.1179	-0.0455	-0.1204	-0.0021	5	4.7293	-0.3808	-0.292	0.043	-0.1207	-0.1939	-0.0455	-0.117	-0.0021
4	43.832	-0.12	-0.0464	-0.0994	-0.0236	5	4.7293	-0.4006	-0.3893	0.0406	-0.1151	0.0604	-0.0464	-0.1001	-0.0236
4	43.852	-0.122	-0.0473	-0.0916	-0.0627	5	4.7464	-0.4649	-0.519	0.0385	-0.1007	-0.0528	-0.0473	-0.0925	-0.0627
4	43.875	-0.1234	-0.0479	-0.0447	-0.0276	5	4.7208	-0.3032	-0.3893	0.036	-0.1123	-0.0528	-0.0479	-0.0453	-0.0276
4	43.897	-0.1243	-0.0488	-0.0372	-0.0282	5	4.7037	-0.2821	-0.2595	0.0337	-0.1101	-0.0528	-0.0488	-0.0389	-0.0282
4	43.919	-0.125	-0.0494	-0.038	-0.0233	5	4.6951	-0.2606	-0.2595	0.0312	-0.1013	-0.0528	-0.0494	-0.0432	-0.0233
4	43.941	-0.1261	-0.0494	-0.0646	-0.0067	5	4.6866	-0.3175	-0.292	0.029	-0.1135	-0.0478	-0.0494	-0.0675	-0.0067
4	43.962	-0.1279	-0.0494	-0.1223	0.0033	5	4.6609	-0.5306	-0.2595	0.0264	-0.125	-0.0016	-0.0494	-0.1262	0.0033
4	43.982	-0.1307	-0.0491	-0.1507	0.0009	5	4.7037	-0.6052	-0.5515	0.0238	-0.1383	-0.0226	-0.0491	-0.1517	0.0009
4	44.002	-0.1336	-0.0491	-0.1394	-0.0012	5	4.6951	-0.6943	-0.7137	0.0209	-0.1433	0.0201	-0.0491	-0.1405	-0.0012
4	44.024	-0.1365	-0.0494	-0.1341	-0.0033	5	4.6609	-0.8372	-0.7785	0.0178	-0.1409	0.0222	-0.0494	-0.1361	-0.0033
4	44.047	-0.1394	-0.0497	-0.1181	-0.0052	5	4.6866	-0.8104	-0.8434	0.0146	-0.1407	0.0222	-0.0497	-0.1174	-0.0052
4	44.069	-0.1418	-0.0497	-0.1178	-0.0067	5	4.6866	-0.8864	-0.8434	0.0115	-0.1414	0.0222	-0.0497	-0.1203	-0.0067
4	44.089	-0.1442	-0.0503	-0.1248	-0.0361	5	4.7037	-0.9791	-1.0056	0.0086	-0.1341	0.0383	-0.0503	-0.1246	-0.0361
4	44.111	-0.1468	-0.0518	-0.1184	-0.0773	5	4.7122	-1.0395	-1.0056	0.0058	-0.1227	0.1644	-0.0518	-0.1178	-0.0773
4	44.132	-0.1491	-0.0561	-0.0897	-0.1209	5	4.7037	-0.8889	-1.0381	0.0034	-0.1134	0.0139	-0.0561	-0.0861	-0.1209
4	44.152	-0.1506	-0.0585	-0.0842	-0.1882	5	4.7208	-0.9176	-1.0381	0.0014	-0.0977	-0.0602	-0.0585	-0.0855	-0.1882
4	44.174	-0.1526	-0.063	-0.1099	-0.1618	5	4.678	-0.7155	-0.811	-0.0014	-0.1524	-0.1258	-0.063	-0.113	-0.1618
4	44.196	-0.1556	-0.0642	-0.1587	-0.0985	5	4.6866	-0.6088	-0.4866	-0.0051	-0.1833	-0.1258	-0.0642	-0.1591	-0.0985
4	44.274	-0.1568	-0.0642	-0.1676	-0.0567	5	4.7122	-0.4601	-0.519	-0.0065	-0.1918	-0.1258	-0.0642	-0.1711	-0.0567
4	44.296	-0.1725	-0.0636	-0.1765	-0.0148	5	4.7037	-0.8856	-0.8434	-0.0253	-0.2006	0.0291	-0.0636	-0.1773	-0.0148
4	44.318	-0.176	-0.0661	-0.1574	-0.1379	5	4.6951	-1.1802	-0.9732	-0.0296	-0.1987	0.0291	-0.0661	-0.147	-0.1379
4	44.34	-0.1788	-0.0703	-0.1122	-0.1758	5	4.7208	-0.9013	-1.0056	-0.0338	-0.1906	0.0291	-0.0703	-0.1121	-0.1758
4	44.361	-0.1807	-0.073	-0.0886	-0.1133	5	4.6695	-0.6527	-0.8759	-0.0379	-0.1967	0.021	-0.073	-0.0913	-0.1133
4	44.383	-0.1826	-0.0764	-0.0891	-0.12	5	4.678	-0.4622	-0.4866	-0.0421	-0.1934	0.075	-0.0764	-0.0875	-0.12
4	44.403	-0.1847	-0.0806	-0.1184	-0.1952	5	4.678	-0.5128	-0.4866	-0.046	-0.2003	-0.0193	-0.0806	-0.1176	-0.1952
4	44.423	-0.1872	-0.0827	-0.159	-0.1406	5	4.6695	-0.3864	-0.3893	-0.0506	-0.2412	-0.0662	-0.0827	-0.1634	-0.1406
4	44.446	-0.1913	-0.0833	-0.1991	-0.0691	5	4.6609	-0.3681	-0.2595	-0.0566	-0.2716	-0.0763	-0.0833	-0.2027	-0.0691
4	44.468	-0.1951	-0.0833	-0.1625	-0.007	5	4.6609	-0.2097	-0.1946	-0.0629	-0.2893	-0.0763	-0.0833	-0.1603	-0.007
4	44.49	-0.1986	-0.083	-0.1629	-0.0009	5	4.6695	-0.2864	-0.2595	-0.0692	-0.2827	-0.0767	-0.083	-0.1634	-0.0009
4	44.51	-0.2018	-0.083	-0.1683	-0.0012	5	4.6951	-0.3014	-0.2595	-0.0748	-0.2837	-0.1332	-0.083	-0.1723	-0.0012
4	44.531	-0.2052	-0.0833	-0.1654	-0.0018	5	4.678	-0.4401	-0.4217	-0.0806	-0.2687	-0.0391	-0.0833	-0.1686	-0.0018
4	44.553	-0.2088	-0.0839	-0.1701	-0.0339	5	4.6866	-0.5833	-0.6163	-0.0866	-0.2701	-0.1704	-0.0839	-0.1717	-0.0339
4	44.575	-0.2123	-0.0891	-0.1309	-0.2036	5	4.6695	-0.8047	-0.7785	-0.0924	-0.2702	-0.1704	-0.0891	-0.128	-0.2036
4	44.597	-0.2145	-0.0985	-0.0811	-0.3945	5	4.678	-0.6307	-0.7137	-0.098	-0.2393	-0.0235	-0.0985	-0.0783	-0.3945
4	44.618	-0.2158	-0.1018	-0.0444	-0.1021	5	4.6609	0.4988	-0.2595	-0.1035	-0.2679	0.0294	-0.1018	-0.0653	-0.1021
4	44.638	-0.2174	-0.1015	-0.1073	-0.0121	5	4.7037	0.7249	0.519	-0.1088	-0.2842	-0.1751	-0.1015	-0.115	-0.0121
4	44.66	-0.2203	-0.1015	-0.1694	-0.0097	5	4.7037	0.5102	0.5839	-0.116	-0.3399	-0.1056	-0.1015	-0.1747	-0.0097
4	44.682	-0.2246	-0.1015	-0.2049	-0.0027	5	4.7122	0.3641	0.3244	-0.1239	-0.3652	-0.1056	-0.1015	-0.2063	-0.0027
4	44.705	-0.2289	-0.1012	-0.1712	0.0115	5	4.6951	0.2586	0.3244	-0.1325	-0.3749	-0.1056	-0.1012	-0.1688	0.0115
4	44.727	-0.2322	-0.1006	-0.1368	0.0233	5	4.7122	0.2997	0.292	-0.1409	-0.3646	-0.0307	-0.1006	-0.1411	0.0233
4	44.747	-0.2349	-0.1003	-0.1469	0.0118	5	4.7122	0.139	0.2271	-0.1475	-0.3416	-0.1159	-0.1003	-0.1461	0.0118
4	44.767	-0.2377	-0.1009	-0.1555	-0.0112	5	4.7208	0.0429	0.0324	-0.1544	-0.3391	0.0243	-0.1009	-0.1591	-0.0112
4	44.845	-0.2388	-0.1015	-0.1585	-0.0336	5	4.6866	-0.1654	0.0324	-0.1567	-0.3309	-0.122	-0.1015	-0.1614	-0.0336
4	44.867	-0.2489	-0.1118	-0.074	-0.0303	5	4.6609	0.3803	0.519	-0.1876	-0.3398	0.094	-0.1118	-0.0746	-0.0303
4	44.887	-0.2509	-0.1118	-0.1328	-0.0088	5	4.6609	0.2472	0.3893	-0.1948	-0.3703	-0.086	-0.1118	-0.1378	-0.0088
4	44.907	-0.2542	-0.1118	-0.196	-0.0024	5	4.6695	0.0604	0.0649	-0.2025	-0.3866	-0.032	-0.1118	-0.199	-0.0024
4	44.928	-0.2585	-0.1115	-0.2164	0.0039	5	4.6695	-0.1187	-0.2271	-0.2108	-0.3962	0.0939	-0.1115	-0.2201	0.0039
4	44.95	-0.2629	-0.1112	-0.2007	0.0145	5	4.6352	-0.3704	-0.3244	-0.2193	-0.3783	0.0307	-0.1112	-0.2027	0.0145
